Scenario,cyclone,timestamp,lat,lon,BASIN,Tropical SST,Local SST,Relative SST
126,1403,2048-01-16 00:00:00,-11.3,121.1,SI,28.148518,30.600355,2.4518375
126,1404,2048-01-17 00:00:00,-14.9,137.1,SI,28.148518,31.331629,3.1831112
126,1405,2048-01-18 00:00:00,-13.6,138.3,SI,28.148518,31.16127,3.0127525
126,1406,2048-01-19 00:00:00,-10.1,178.0,SP,28.148518,30.581142,2.4326248
126,1407,2048-01-22 00:00:00,-16.0,65.6,SI,28.148518,28.583399,0.4348812
126,1408,2048-01-22 00:00:00,-18.1,60.1,SI,28.148518,28.439219,0.2907009
126,1409,2048-01-27 00:00:00,-11.1,192.6,SP,28.148518,30.389074,2.2405567
126,1410,2048-02-02 00:00:00,-15.8,150.8,SP,28.286758,29.851288,1.5645294
126,1411,2048-02-02 00:00:00,-14.8,157.8,SP,28.286758,30.1208,1.8340416
126,1412,2048-02-06 00:00:00,-9.8,145.3,SP,28.286758,30.543543,2.2567844
126,1413,2048-02-22 00:00:00,-6.0,92.1,SI,28.286758,29.698288,1.4115295
126,1414,2048-02-27 00:00:00,-7.6,84.1,SI,28.286758,29.610107,1.323349
126,1415,2048-03-01 00:00:00,-12.0,98.0,SI,28.572601,29.83985,1.2672482
126,1416,2048-03-02 00:00:00,-10.6,137.7,SI,28.572601,30.73256,2.159958
126,1417,2048-03-09 00:00:00,7.0,155.4,WP,28.572601,29.343634,0.77103233
126,1418,2048-03-16 00:00:00,-14.9,149.7,SP,28.572601,29.768229,1.1956272
126,1419,2048-03-21 00:00:00,-16.2,175.8,SP,28.572601,29.87382,1.301218
126,1420,2048-03-31 00:00:00,-10.7,66.9,SI,28.572601,29.8854,1.3127995
126,1421,2048-04-02 00:00:00,-14.9,119.7,SI,28.84656,30.512594,1.6660347
126,1422,2048-04-10 00:00:00,-8.6,205.7,SP,28.84656,30.701172,1.8546124
126,1423,2048-04-12 00:00:00,-17.4,122.9,SI,28.84656,31.189505,2.342945
126,1424,2048-04-17 00:00:00,-14.0,162.4,SP,28.84656,29.781157,0.934597
126,1425,2048-05-06 00:00:00,3.6,150.0,WP,28.804329,30.554708,1.7503796
126,1426,2048-05-15 00:00:00,-8.9,187.4,SP,28.804329,30.644587,1.8402576
126,1427,2048-06-14 00:00:00,-10.0,228.6,SP,28.434046,28.722961,0.28891563
126,1428,2048-06-19 00:00:00,16.6,130.5,WP,28.434046,30.107702,1.6736565
126,1429,2048-06-21 00:00:00,20.0,133.3,WP,28.434046,29.536732,1.1026859
126,1430,2048-07-14 00:00:00,13.4,130.0,WP,27.996822,30.476124,2.4793015
126,1431,2048-08-06 00:00:00,6.0,140.9,WP,27.765245,30.73209,2.9668446
126,1432,2048-08-10 00:00:00,17.5,141.4,WP,27.765245,30.068829,2.3035831
126,1433,2048-08-13 00:00:00,10.5,160.4,WP,27.765245,30.43865,2.6734047
126,1434,2048-08-19 00:00:00,20.6,158.8,WP,27.765245,29.479406,1.7141609
126,1435,2048-08-23 00:00:00,18.7,156.9,WP,27.765245,29.769861,2.0046158
126,1436,2048-09-03 00:00:00,9.9,171.1,WP,27.803694,30.595097,2.7914028
126,1437,2048-09-10 00:00:00,13.4,155.0,WP,27.803694,30.309664,2.50597
126,1438,2048-09-10 00:00:00,3.9,144.4,WP,27.803694,30.696955,2.893261
126,1439,2048-09-12 00:00:00,19.4,130.4,WP,27.803694,30.204472,2.4007778
126,1440,2048-09-17 00:00:00,6.0,136.1,WP,27.803694,30.584478,2.7807846
126,1441,2048-09-22 00:00:00,16.9,116.9,WP,27.803694,29.964914,2.1612206
126,1442,2048-10-08 00:00:00,16.0,111.3,WP,28.038689,28.830526,0.7918377
126,1443,2048-10-12 00:00:00,11.5,115.6,WP,28.038689,29.691544,1.6528549
126,1444,2048-11-21 00:00:00,9.3,148.5,WP,28.225174,30.15116,1.9259853
126,1445,2048-11-21 00:00:00,9.1,140.8,WP,28.225174,30.184834,1.9596596
126,1446,2048-11-24 00:00:00,-14.9,119.7,SI,28.225174,29.85833,1.6331558
126,1447,2048-12-04 00:00:00,-13.3,162.0,SP,28.241274,29.494465,1.253191
126,1448,2048-12-16 00:00:00,-10.3,171.2,SP,28.241274,30.317236,2.075962
126,1449,2048-12-27 00:00:00,-11.7,63.2,SI,28.241274,28.635199,0.3939247
126,1450,2049-01-24 00:00:00,-15.7,117.6,SI,28.226496,30.535816,2.3093204
126,1451,2049-01-24 00:00:00,-14.9,170.8,SP,28.226496,29.837126,1.61063
126,1452,2049-01-25 00:00:00,-16.2,57.6,SI,28.226496,28.866756,0.6402607
126,1453,2049-01-27 00:00:00,-12.5,104.5,SI,28.226496,29.330017,1.1035213
126,1454,2049-01-27 00:00:00,-7.3,53.0,SI,28.226496,29.724325,1.4978294
126,1455,2049-01-28 00:00:00,-12.0,60.0,SI,28.226496,29.4243,1.1978035
126,1456,2049-01-29 00:00:00,-8.9,187.4,SP,28.226496,30.76994,2.5434437
126,1457,2049-02-01 00:00:00,-16.4,51.2,SI,28.331266,29.27394,0.9426727
126,1458,2049-02-11 00:00:00,-19.5,42.3,SI,28.331266,30.382675,2.0514088
126,1459,2049-02-12 00:00:00,-11.8,171.5,SP,28.331266,30.700195,2.368929
126,1460,2049-02-14 00:00:00,-12.6,121.5,SI,28.331266,30.367,2.0357342
126,1461,2049-02-24 00:00:00,-16.4,79.4,SI,28.331266,28.495136,0.16386986
126,1462,2049-02-25 00:00:00,-7.6,97.5,SI,28.331266,29.89703,1.5657635
126,1463,2049-03-03 00:00:00,9.1,152.0,WP,28.585459,28.98204,0.39658165
126,1464,2049-03-04 00:00:00,-12.1,178.1,SP,28.585459,30.607428,2.0219688
126,1465,2049-03-11 00:00:00,-12.3,164.0,SP,28.585459,30.491262,1.9058037
126,1466,2049-03-11 00:00:00,4.6,173.3,WP,28.585459,29.450674,0.8652153
126,1467,2049-03-13 00:00:00,-9.0,93.0,SI,28.585459,30.114996,1.5295372
126,1468,2049-03-14 00:00:00,-7.1,167.7,SP,28.585459,30.894806,2.3093472
126,1469,2049-03-19 00:00:00,-10.2,61.9,SI,28.585459,30.07026,1.4848003
126,1470,2049-03-21 00:00:00,-15.8,139.3,SI,28.585459,31.066643,2.481184
126,1471,2049-04-01 00:00:00,10.2,129.9,WP,28.84909,29.117422,0.26833153
126,1472,2049-04-02 00:00:00,-11.0,195.0,SP,28.84909,30.866898,2.017807
126,1473,2049-04-15 00:00:00,-10.3,175.5,SP,28.84909,30.819168,1.9700775
126,1474,2049-04-29 00:00:00,-7.7,84.8,SI,28.84909,30.068356,1.219265
126,1475,2049-05-17 00:00:00,8.9,130.1,WP,28.810556,30.134623,1.3240662
126,1476,2049-06-03 00:00:00,8.9,130.1,WP,28.454897,30.6621,2.207203
126,1477,2049-06-17 00:00:00,12.0,170.0,WP,28.454897,29.265757,0.8108597
126,1478,2049-07-02 00:00:00,13.3,165.9,WP,27.994568,29.475597,1.4810295
126,1479,2049-07-18 00:00:00,5.7,153.6,WP,27.994568,30.697721,2.7031536
126,1480,2049-07-30 00:00:00,10.6,118.2,WP,27.994568,30.25562,2.2610512
126,1481,2049-08-08 00:00:00,7.8,159.7,WP,27.754139,30.759338,3.0051994
126,1482,2049-08-11 00:00:00,12.6,135.4,WP,27.754139,30.280865,2.5267258
126,1483,2049-08-17 00:00:00,6.9,130.8,WP,27.754139,30.443472,2.689333
126,1484,2049-08-18 00:00:00,8.5,152.9,WP,27.754139,30.686995,2.9328556
126,1485,2049-08-26 00:00:00,15.5,111.0,WP,27.754139,29.662226,1.9080868
126,1486,2049-08-30 00:00:00,10.9,161.8,WP,27.754139,30.46369,2.7095509
126,1487,2049-08-30 00:00:00,16.0,111.3,WP,27.754139,29.636652,1.882513
126,1488,2049-08-31 00:00:00,5.5,170.5,WP,27.754139,30.731987,2.977848
126,1489,2049-08-31 00:00:00,7.7,153.9,WP,27.754139,30.731848,2.9777088
126,1490,2049-08-31 00:00:00,16.6,130.5,WP,27.754139,30.307095,2.5529556
126,1491,2049-09-03 00:00:00,8.0,167.0,WP,27.788326,30.891855,3.103529
126,1492,2049-09-12 00:00:00,17.2,131.0,WP,27.788326,30.054272,2.2659454
126,1493,2049-09-19 00:00:00,10.3,174.7,WP,27.788326,30.581915,2.7935886
126,1494,2049-10-09 00:00:00,14.9,117.3,WP,28.018448,29.451677,1.4332294
126,1495,2049-10-16 00:00:00,19.3,151.5,WP,28.018448,29.512878,1.4944305
126,1496,2049-10-27 00:00:00,5.2,153.1,WP,28.018448,30.594767,2.5763187
126,1497,2049-11-06 00:00:00,-8.6,135.4,SI,28.196543,29.16416,0.96761703
126,1498,2049-11-28 00:00:00,13.4,130.0,WP,28.196543,29.465792,1.269249
126,1499,2049-12-01 00:00:00,-9.7,117.5,SI,28.211971,31.00652,2.794548
126,1500,2049-12-15 00:00:00,14.0,144.3,WP,28.211971,28.565033,0.35306168
245,0,2015-01-11 00:00:00,-11.2,100.2,SI,27.553648,28.9452,1.391552
245,1,2015-01-16 00:00:00,-11.0,110.4,SI,27.553648,29.544912,1.9912643
245,2,2015-01-18 00:00:00,-12.1,143.3,SP,27.553648,30.0229,2.4692516
245,3,2015-01-28 00:00:00,-13.5,119.8,SI,27.553648,30.028574,2.474926
245,4,2015-02-04 00:00:00,-9.9,96.8,SI,27.698423,29.391861,1.6934376
245,5,2015-02-12 00:00:00,-18.0,147.4,SP,27.698423,29.00641,1.3079872
245,6,2015-02-14 00:00:00,-13.2,163.3,SP,27.698423,29.947119,2.2486954
245,7,2015-02-17 00:00:00,-16.4,51.2,SI,27.698423,28.688643,0.9902191
245,8,2015-02-17 00:00:00,-14.1,121.1,SI,27.698423,29.899572,2.201149
245,9,2015-02-19 00:00:00,-9.6,138.2,SI,27.698423,30.191196,2.492773
245,10,2015-02-23 00:00:00,-11.5,64.9,SI,27.698423,29.156366,1.457943
245,11,2015-03-12 00:00:00,-14.0,142.7,SP,27.973984,30.361414,2.3874302
245,12,2015-03-27 00:00:00,-6.2,85.4,SI,27.973984,29.481781,1.5077972
245,13,2015-04-05 00:00:00,-16.5,112.9,SI,28.23672,29.35526,1.1185417
245,14,2015-04-11 00:00:00,-17.1,117.0,SI,28.23672,29.764765,1.5280457
245,15,2015-04-19 00:00:00,-6.7,94.8,SI,28.23672,29.867188,1.6304684
245,16,2015-04-22 00:00:00,-15.5,43.2,SI,28.23672,29.583149,1.3464298
245,17,2015-06-01 00:00:00,9.4,149.5,WP,27.838305,29.673044,1.8347397
245,18,2015-07-07 00:00:00,15.7,128.9,WP,27.401316,29.773956,2.3726406
245,19,2015-07-13 00:00:00,7.8,146.7,WP,27.401316,30.086884,2.6855679
245,20,2015-07-20 00:00:00,9.4,149.5,WP,27.401316,29.922836,2.5215206
245,21,2015-07-21 00:00:00,19.1,112.3,WP,27.401316,29.08828,1.686964
245,22,2015-08-04 00:00:00,9.9,171.1,WP,27.171412,29.907843,2.7364311
245,23,2015-08-05 00:00:00,3.9,144.4,WP,27.171412,30.18165,3.0102386
245,24,2015-08-13 00:00:00,13.0,110.9,WP,27.171412,28.820267,1.6488552
245,25,2015-08-14 00:00:00,6.0,171.0,WP,27.171412,30.214584,3.0431728
245,26,2015-08-23 00:00:00,8.1,140.9,WP,27.171412,30.123037,2.9516258
245,27,2015-08-31 00:00:00,20.3,119.0,WP,27.171412,29.790014,2.6186028
245,28,2015-09-01 00:00:00,20.6,158.8,WP,27.215982,28.919281,1.7032986
245,29,2015-09-18 00:00:00,6.0,171.0,WP,27.215982,30.238567,3.022585
245,30,2015-09-23 00:00:00,8.0,155.8,WP,27.215982,30.20393,2.9879475
245,31,2015-10-15 00:00:00,20.7,110.4,WP,27.448893,27.8239,0.37500763
245,32,2015-10-20 00:00:00,-8.2,132.3,SI,27.448893,27.871897,0.42300415
245,33,2015-11-13 00:00:00,8.4,134.2,WP,27.62534,29.692154,2.0668144
245,34,2015-11-14 00:00:00,-11.1,140.5,SI,27.62534,28.346994,0.7216549
245,35,2015-11-18 00:00:00,8.3,144.4,WP,27.62534,29.773893,2.1485538
245,36,2015-12-01 00:00:00,-8.5,66.7,SI,27.627419,28.770828,1.1434097
245,37,2015-12-09 00:00:00,-5.9,84.2,SI,27.627419,28.630283,1.0028648
245,38,2016-01-05 00:00:00,-14.9,203.4,SP,27.59393,29.39797,1.8040409
245,39,2016-01-08 00:00:00,-15.5,188.3,SP,27.59393,29.351688,1.7577591
245,40,2016-01-12 00:00:00,-11.6,114.7,SI,27.59393,29.626049,2.0321198
245,41,2016-01-18 00:00:00,-8.9,51.9,SI,27.59393,28.994379,1.4004498
245,42,2016-01-23 00:00:00,-12.3,100.4,SI,27.59393,28.696875,1.1029453
245,43,2016-01-26 00:00:00,-11.3,154.3,SP,27.59393,29.88671,2.29278
245,44,2016-01-29 00:00:00,-12.8,140.0,SI,27.59393,30.35896,2.76503
245,45,2016-02-14 00:00:00,-16.0,65.6,SI,27.738081,28.530954,0.7928734
245,46,2016-02-14 00:00:00,-12.5,51.4,SI,27.738081,28.993797,1.2557163
245,47,2016-02-16 00:00:00,-6.4,89.1,SI,27.738081,29.271194,1.5331135
245,48,2016-02-28 00:00:00,-12.8,98.6,SI,27.738081,29.073872,1.3357906
245,49,2016-03-05 00:00:00,5.1,163.7,WP,28.025053,28.99815,0.97309685
245,50,2016-03-07 00:00:00,-14.6,56.5,SI,28.025053,29.171352,1.1462994
245,51,2016-03-09 00:00:00,-15.9,172.0,SP,28.025053,29.576746,1.551693
245,52,2016-03-16 00:00:00,-9.9,135.7,SI,28.025053,29.988094,1.9630413
245,53,2016-03-28 00:00:00,-11.2,81.0,SI,28.025053,29.170517,1.145464
245,54,2016-04-01 00:00:00,-8.1,98.1,SI,28.274807,29.814098,1.5392914
245,55,2016-04-04 00:00:00,-10.0,109.4,SI,28.274807,29.663706,1.3888988
245,56,2016-06-20 00:00:00,8.2,139.3,WP,27.88429,30.042583,2.1582928
245,57,2016-06-21 00:00:00,21.5,133.4,WP,27.88429,28.58702,0.7027302
245,58,2016-07-01 00:00:00,8.8,148.8,WP,27.452477,29.911987,2.4595108
245,59,2016-07-17 00:00:00,20.0,133.3,WP,27.452477,29.501282,2.0488052
245,60,2016-07-31 00:00:00,15.0,130.0,WP,27.452477,29.81938,2.3669033
245,61,2016-08-11 00:00:00,18.7,134.0,WP,27.22428,29.58634,2.3620605
245,62,2016-08-15 00:00:00,5.0,139.1,WP,27.22428,30.164871,2.9405918
245,63,2016-08-22 00:00:00,7.2,134.2,WP,27.22428,29.995716,2.7714367
245,64,2016-08-23 00:00:00,8.7,137.4,WP,27.22428,29.900387,2.6761074
245,65,2016-09-13 00:00:00,13.7,140.8,WP,27.271994,29.612646,2.3406525
245,66,2016-09-17 00:00:00,18.6,165.7,WP,27.271994,28.998861,1.7268677
245,67,2016-09-23 00:00:00,18.9,115.8,WP,27.271994,29.54325,2.2712555
245,68,2016-09-26 00:00:00,15.8,119.4,WP,27.271994,29.544744,2.2727509
245,69,2016-10-03 00:00:00,11.7,139.6,WP,27.518957,29.69246,2.173502
245,70,2016-10-10 00:00:00,14.2,141.7,WP,27.518957,29.59559,2.0766335
245,71,2016-10-21 00:00:00,3.6,150.0,WP,27.518957,30.031487,2.5125294
245,72,2016-10-29 00:00:00,11.4,162.5,WP,27.518957,29.70518,2.186222
245,73,2016-11-01 00:00:00,4.8,163.2,WP,27.691513,29.913153,2.2216396
245,74,2016-11-15 00:00:00,20.8,145.9,WP,27.691513,27.773117,0.081604004
245,75,2016-11-21 00:00:00,9.6,153.5,WP,27.691513,29.475231,1.7837181
245,76,2016-11-23 00:00:00,-14.1,121.1,SI,27.691513,29.832209,2.1406956
245,77,2016-12-05 00:00:00,-8.6,104.0,SI,27.715565,28.961166,1.2456017
245,78,2016-12-07 00:00:00,-14.9,143.0,SP,27.715565,29.719868,2.004303
245,79,2016-12-17 00:00:00,-8.3,98.5,SI,27.715565,28.606058,0.8904934
245,80,2016-12-20 00:00:00,-7.1,95.2,SI,27.715565,28.703669,0.98810387
245,81,2016-12-24 00:00:00,-17.3,147.5,SP,27.715565,27.761131,0.04556656
245,82,2017-01-03 00:00:00,-12.1,170.9,SP,27.700579,29.957825,2.257246
245,83,2017-01-14 00:00:00,-7.4,77.8,SI,27.700579,29.077385,1.3768063
245,84,2017-01-23 00:00:00,-11.7,87.1,SI,27.700579,28.343857,0.6432781
245,85,2017-02-01 00:00:00,-17.6,156.4,SP,27.819557,29.263626,1.4440689
245,86,2017-02-04 00:00:00,-16.2,120.5,SI,27.819557,30.138432,2.3188744
245,87,2017-03-01 00:00:00,-13.5,186.8,SP,28.092123,29.949423,1.8572998
245,88,2017-03-03 00:00:00,-17.1,118.6,SI,28.092123,30.309015,2.2168922
245,89,2017-03-05 00:00:00,-18.9,56.0,SI,28.092123,28.760317,0.6681938
245,90,2017-03-09 00:00:00,-7.6,132.2,SI,28.092123,29.883339,1.7912159
245,91,2017-04-06 00:00:00,-12.9,62.4,SI,28.335636,29.268808,0.9331722
245,92,2017-04-07 00:00:00,-9.0,157.1,SP,28.335636,30.261799,1.9261627
245,93,2017-05-02 00:00:00,8.8,131.3,WP,28.293356,29.531775,1.2384186
245,94,2017-05-12 00:00:00,11.4,133.1,WP,28.293356,29.161543,0.86818695
245,95,2017-05-13 00:00:00,14.9,117.3,WP,28.293356,29.73913,1.4457741
245,96,2017-05-25 00:00:00,7.3,179.0,WP,28.293356,29.160309,0.8669529
245,97,2017-06-01 00:00:00,16.7,139.4,WP,27.910036,29.103329,1.1932926
245,98,2017-07-10 00:00:00,8.1,160.9,WP,27.45751,29.975971,2.5184612
245,99,2017-07-10 00:00:00,11.0,127.3,WP,27.45751,30.01369,2.556181
245,100,2017-07-17 00:00:00,8.1,127.0,WP,27.45751,29.902998,2.445488
245,101,2017-07-19 00:00:00,23.5,153.0,WP,27.45751,28.407837,0.9503269
245,102,2017-07-31 00:00:00,3.9,144.4,WP,27.45751,30.193644,2.7361336
245,103,2017-08-06 00:00:00,18.7,126.7,WP,27.211468,29.70192,2.4904518
245,104,2017-08-23 00:00:00,3.2,153.3,WP,27.211468,30.15784,2.946373
245,105,2017-08-24 00:00:00,19.5,124.0,WP,27.211468,29.761923,2.550455
245,106,2017-09-04 00:00:00,5.7,145.1,WP,27.24235,30.224157,2.9818077
245,107,2017-09-04 00:00:00,18.0,123.1,WP,27.24235,29.6957,2.45335
245,108,2017-09-26 00:00:00,14.7,130.3,WP,27.24235,29.572025,2.3296757
245,109,2017-09-29 00:00:00,19.0,120.0,WP,27.24235,29.649078,2.4067287
245,110,2017-10-01 00:00:00,19.0,120.0,WP,27.460442,28.688225,1.2277832
245,111,2017-10-08 00:00:00,10.8,115.6,WP,27.460442,29.391022,1.9305801
245,112,2017-10-11 00:00:00,10.6,118.2,WP,27.460442,29.487589,2.0271473
245,113,2017-10-28 00:00:00,6.6,161.6,WP,27.460442,30.162157,2.7017155
245,114,2017-10-29 00:00:00,11.4,128.9,WP,27.460442,29.714315,2.2538738
245,115,2017-10-31 00:00:00,13.2,140.7,WP,27.460442,29.667337,2.2068958
245,116,2017-11-02 00:00:00,9.5,146.2,WP,27.643372,29.69044,2.0470676
245,117,2017-11-28 00:00:00,6.0,148.8,WP,27.643372,29.969894,2.3265228
245,118,2017-12-03 00:00:00,-12.5,72.6,SI,27.635513,27.801815,0.16630173
245,119,2017-12-12 00:00:00,-13.7,185.0,SP,27.635513,29.233349,1.5978355
245,120,2017-12-13 00:00:00,13.0,155.7,WP,27.635513,28.016848,0.3813343
245,121,2018-01-09 00:00:00,-14.0,126.0,SI,27.620998,30.689493,3.0684948
245,122,2018-01-11 00:00:00,-19.0,113.4,SI,27.620998,28.1469,0.5259018
245,123,2018-01-12 00:00:00,-6.7,94.8,SI,27.620998,29.239107,1.6181087
245,124,2018-01-13 00:00:00,-11.9,204.3,SP,27.620998,29.890667,2.2696686
245,125,2018-01-13 00:00:00,-4.2,158.1,SP,27.620998,30.053127,2.432129
245,126,2018-01-28 00:00:00,-16.4,139.5,SI,27.620998,31.119432,3.498434
245,127,2018-02-02 00:00:00,-13.2,99.9,SI,27.743916,28.938993,1.1950779
245,128,2018-02-04 00:00:00,-9.0,73.9,SI,27.743916,29.312695,1.568779
245,129,2018-02-07 00:00:00,-4.0,170.0,SP,27.743916,29.744423,2.0005074
245,130,2018-02-08 00:00:00,-19.0,52.8,SI,27.743916,28.558498,0.8145828
245,131,2018-02-14 00:00:00,-17.1,123.9,SI,27.743916,31.004547,3.2606316
245,132,2018-02-17 00:00:00,-8.3,131.6,SI,27.743916,29.698593,1.9546776
245,133,2018-02-21 00:00:00,-8.6,164.4,SP,27.743916,30.137033,2.393118
245,134,2018-02-23 00:00:00,-11.5,89.5,SI,27.743916,29.069845,1.3259296
245,135,2018-03-07 00:00:00,-6.2,52.9,SI,28.02037,29.833344,1.812973
245,136,2018-03-17 00:00:00,-10.5,162.8,SP,28.02037,30.136084,2.1157131
245,137,2018-03-20 00:00:00,-9.4,60.7,SI,28.02037,29.565771,1.5454006
245,138,2018-04-16 00:00:00,10.7,120.3,WP,28.277075,28.581717,0.30464172
245,139,2018-04-28 00:00:00,-10.5,86.6,SI,28.277075,29.14191,0.86483574
245,140,2018-05-06 00:00:00,-11.6,72.2,SI,28.240948,28.270443,0.02949524
245,141,2018-06-04 00:00:00,13.3,149.2,WP,27.875574,28.92694,1.0513668
245,142,2018-06-22 00:00:00,8.6,145.9,WP,27.875574,29.80688,1.9313068
245,143,2018-07-02 00:00:00,16.2,133.3,WP,27.419575,29.732641,2.3130665
245,144,2018-07-06 00:00:00,10.0,149.7,WP,27.419575,29.748774,2.3291988
245,145,2018-07-09 00:00:00,13.0,147.3,WP,27.419575,29.470716,2.0511417
245,146,2018-07-20 00:00:00,14.6,152.4,WP,27.419575,29.240635,1.8210602
245,147,2018-07-24 00:00:00,14.6,126.2,WP,27.419575,29.796505,2.3769302
245,148,2018-08-06 00:00:00,9.4,142.7,WP,27.1985,29.911608,2.713108
245,149,2018-08-09 00:00:00,15.5,143.5,WP,27.1985,29.576626,2.3781261
245,150,2018-08-14 00:00:00,11.8,143.7,WP,27.1985,29.741589,2.543089
245,151,2018-08-14 00:00:00,13.2,141.4,WP,27.1985,29.652521,2.4540215
245,152,2018-08-17 00:00:00,21.3,137.0,WP,27.1985,29.583485,2.384985
245,153,2018-08-17 00:00:00,14.9,140.7,WP,27.1985,29.585693,2.3871937
245,154,2018-09-01 00:00:00,14.2,129.1,WP,27.253002,29.698256,2.4452534
245,155,2018-09-07 00:00:00,17.2,153.4,WP,27.253002,29.531597,2.278595
245,156,2018-09-10 00:00:00,19.7,126.6,WP,27.253002,29.749239,2.4962368
245,157,2018-09-10 00:00:00,21.6,118.3,WP,27.253002,29.38172,2.1287174
245,158,2018-09-11 00:00:00,7.5,175.5,WP,27.253002,30.06903,2.8160286
245,159,2018-09-12 00:00:00,4.1,156.1,WP,27.253002,29.949932,2.69693
245,160,2018-09-12 00:00:00,17.1,115.9,WP,27.253002,29.53574,2.2827377
245,161,2018-09-15 00:00:00,11.5,133.1,WP,27.253002,29.70367,2.4506683
245,162,2018-09-19 00:00:00,10.1,130.8,WP,27.253002,29.80836,2.555357
245,163,2018-09-29 00:00:00,5.5,170.5,WP,27.253002,29.996702,2.7437
245,164,2018-10-03 00:00:00,8.3,133.0,WP,27.487495,29.890358,2.4028625
245,165,2018-10-05 00:00:00,16.0,128.7,WP,27.487495,29.406403,1.9189072
245,166,2018-10-10 00:00:00,17.0,146.4,WP,27.487495,29.344284,1.8567886
245,167,2018-10-14 00:00:00,6.7,140.9,WP,27.487495,29.998224,2.5107288
245,168,2018-10-16 00:00:00,15.5,171.9,WP,27.487495,29.045267,1.5577717
245,169,2018-10-28 00:00:00,23.5,144.3,WP,27.487495,28.382475,0.8949795
245,170,2018-11-18 00:00:00,16.1,131.7,WP,27.664835,28.551914,0.88707924
245,171,2018-12-04 00:00:00,-11.0,178.1,SP,27.67559,29.789669,2.1140785
245,172,2018-12-05 00:00:00,-9.2,203.3,SP,27.67559,29.59936,1.923769
245,173,2018-12-05 00:00:00,9.9,147.5,WP,27.67559,28.850348,1.174757
245,174,2018-12-10 00:00:00,-11.6,195.2,SP,27.67559,29.609676,1.9340858
245,175,2018-12-19 00:00:00,7.7,193.0,WP,27.67559,28.937183,1.2615929
245,176,2019-01-17 00:00:00,-15.9,137.0,SI,27.676687,31.0836,3.4069118
245,177,2019-02-17 00:00:00,-11.1,58.8,SI,27.795927,29.190805,1.3948784
245,178,2019-02-27 00:00:00,-12.2,139.8,SI,27.795927,30.448599,2.6526718
245,179,2019-03-18 00:00:00,-17.3,147.5,SP,28.054914,29.007633,0.95271873
245,180,2019-03-20 00:00:00,-12.9,175.9,SP,28.054914,30.090342,2.035427
245,181,2019-03-21 00:00:00,-12.9,175.9,SP,28.054914,30.090342,2.035427
245,182,2019-03-23 00:00:00,-18.0,147.4,SP,28.054914,28.879412,0.8244972
245,183,2019-03-24 00:00:00,-9.9,171.2,SP,28.054914,30.250256,2.195341
245,184,2019-03-30 00:00:00,-11.0,130.2,SI,28.054914,30.251762,2.196848
245,185,2019-04-02 00:00:00,-14.1,114.5,SI,28.30789,29.916662,1.6087723
245,186,2019-04-13 00:00:00,-11.9,119.3,SI,28.30789,30.129461,1.8215714
245,187,2019-04-14 00:00:00,-9.5,179.1,SP,28.30789,30.25294,1.9450493
245,188,2019-04-16 00:00:00,-15.5,182.4,SP,28.30789,29.277456,0.96956635
245,189,2019-05-16 00:00:00,8.0,134.9,WP,28.256105,29.670002,1.4138966
245,190,2019-05-18 00:00:00,10.5,127.5,WP,28.256105,29.347996,1.0918903
245,191,2019-06-16 00:00:00,11.5,128.4,WP,27.872536,29.921871,2.0493355
245,192,2019-06-17 00:00:00,17.0,144.7,WP,27.872536,28.921488,1.0489521
245,193,2019-06-24 00:00:00,14.2,114.0,WP,27.872536,29.758642,1.8861065
245,194,2019-07-01 00:00:00,14.8,117.9,WP,27.433662,29.931103,2.4974403
245,195,2019-07-06 00:00:00,19.6,136.9,WP,27.433662,29.46894,2.0352783
245,196,2019-07-11 00:00:00,14.8,176.3,WP,27.433662,28.42956,0.9958973
245,197,2019-07-19 00:00:00,17.4,123.5,WP,27.433662,29.858814,2.4251518
245,198,2019-07-30 00:00:00,6.0,156.0,WP,27.433662,30.045437,2.6117744
245,199,2019-08-07 00:00:00,15.8,127.6,WP,27.195026,29.754005,2.558979
245,200,2019-08-09 00:00:00,6.0,174.1,WP,27.195026,29.87966,2.6846333
245,201,2019-08-14 00:00:00,12.2,122.8,WP,27.195026,29.918783,2.7237568
245,202,2019-08-15 00:00:00,15.9,127.2,WP,27.195026,29.775497,2.580471
245,203,2019-08-18 00:00:00,14.8,176.3,WP,27.195026,28.979055,1.784029
245,204,2019-08-18 00:00:00,21.0,162.2,WP,27.195026,28.817257,1.6222305
245,205,2019-08-19 00:00:00,7.0,154.0,WP,27.195026,30.171473,2.9764462
245,206,2019-08-20 00:00:00,17.1,115.9,WP,27.195026,29.576162,2.381136
245,207,2019-08-25 00:00:00,14.3,138.6,WP,27.195026,29.775753,2.5807266
245,208,2019-08-26 00:00:00,5.7,145.1,WP,27.195026,30.20278,3.0077534
245,209,2019-09-06 00:00:00,8.7,150.1,WP,27.225752,30.093771,2.868019
245,210,2019-09-13 00:00:00,17.0,168.0,WP,27.225752,29.301157,2.0754051
245,211,2019-09-18 00:00:00,19.6,129.4,WP,27.225752,29.607859,2.3821068
245,212,2019-09-27 00:00:00,14.7,137.1,WP,27.225752,29.721786,2.4960346
245,213,2019-09-29 00:00:00,5.2,151.3,WP,27.225752,30.142878,2.9171257
245,214,2019-10-05 00:00:00,17.4,142.9,WP,27.452505,29.324652,1.8721466
