Scenario,cyclone,timestamp,lat,lon,BASIN,Tropical SST,Local SST,Relative SST
126,121,2017-12-13 00:00:00,13.0,155.7,WP,27.647411,28.086136,0.43872452
126,122,2018-01-09 00:00:00,-14.0,126.0,SI,27.627613,30.613916,2.9863033
126,123,2018-01-11 00:00:00,-19.0,113.4,SI,27.627613,28.135794,0.5081806
126,124,2018-01-12 00:00:00,-6.7,94.8,SI,27.627613,29.315474,1.6878605
126,125,2018-01-13 00:00:00,-11.9,204.3,SP,27.627613,29.93139,2.3037777
126,126,2018-01-13 00:00:00,-4.2,158.1,SP,27.627613,30.23559,2.607977
126,127,2018-01-28 00:00:00,-16.4,139.5,SI,27.627613,31.030542,3.4029293
126,128,2018-02-02 00:00:00,-13.2,99.9,SI,27.749437,28.905813,1.1563759
126,129,2018-02-04 00:00:00,-9.0,73.9,SI,27.749437,29.289646,1.5402088
126,130,2018-02-07 00:00:00,-4.0,170.0,SP,27.749437,29.897703,2.1482658
126,131,2018-02-08 00:00:00,-19.0,52.8,SI,27.749437,28.501446,0.75200844
126,132,2018-02-14 00:00:00,-17.1,123.9,SI,27.749437,30.683558,2.9341202
126,133,2018-02-17 00:00:00,-8.3,131.6,SI,27.749437,29.736643,1.9872055
126,134,2018-02-21 00:00:00,-8.6,164.4,SP,27.749437,30.104904,2.3554668
126,135,2018-02-23 00:00:00,-11.5,89.5,SI,27.749437,28.993149,1.2437115
126,136,2018-03-07 00:00:00,-6.2,52.9,SI,28.017262,29.696915,1.6796532
126,137,2018-03-17 00:00:00,-10.5,162.8,SP,28.017262,30.138956,2.1216946
126,138,2018-03-20 00:00:00,-9.4,60.7,SI,28.017262,29.459127,1.4418659
126,139,2018-04-16 00:00:00,10.7,120.3,WP,28.291134,28.434137,0.14300346
126,140,2018-04-28 00:00:00,-10.5,86.6,SI,28.291134,28.984863,0.6937294
126,141,2018-05-06 00:00:00,-11.6,72.2,SI,28.24972,28.382578,0.13285828
126,142,2018-06-04 00:00:00,13.3,149.2,WP,27.9062,28.94256,1.0363598
126,143,2018-06-22 00:00:00,8.6,145.9,WP,27.9062,29.79158,1.8853798
126,144,2018-07-02 00:00:00,16.2,133.3,WP,27.467741,29.846533,2.3787918
126,145,2018-07-06 00:00:00,10.0,149.7,WP,27.467741,29.8196,2.3518581
126,146,2018-07-09 00:00:00,13.0,147.3,WP,27.467741,29.539076,2.0713348
126,147,2018-07-20 00:00:00,14.6,152.4,WP,27.467741,29.263279,1.795538
126,148,2018-07-24 00:00:00,14.6,126.2,WP,27.467741,30.01955,2.5518093
126,149,2018-08-06 00:00:00,9.4,142.7,WP,27.225496,29.967173,2.7416763
126,150,2018-08-09 00:00:00,15.5,143.5,WP,27.225496,29.68847,2.4629745
126,151,2018-08-14 00:00:00,11.8,143.7,WP,27.225496,29.790218,2.564722
126,152,2018-08-14 00:00:00,13.2,141.4,WP,27.225496,29.737494,2.5119972
126,153,2018-08-17 00:00:00,21.3,137.0,WP,27.225496,29.704472,2.4789753
126,154,2018-08-17 00:00:00,14.9,140.7,WP,27.225496,29.71049,2.484993
126,155,2018-09-01 00:00:00,14.2,129.1,WP,27.278969,29.752266,2.473297
126,156,2018-09-07 00:00:00,17.2,153.4,WP,27.278969,29.667995,2.3890266
126,157,2018-09-10 00:00:00,19.7,126.6,WP,27.278969,29.707144,2.428175
126,158,2018-09-10 00:00:00,21.6,118.3,WP,27.278969,29.492342,2.2133732
126,159,2018-09-11 00:00:00,7.5,175.5,WP,27.278969,30.13237,2.8534012
126,160,2018-09-12 00:00:00,4.1,156.1,WP,27.278969,30.189907,2.9109383
126,161,2018-09-12 00:00:00,17.1,115.9,WP,27.278969,29.479498,2.200529
126,162,2018-09-15 00:00:00,11.5,133.1,WP,27.278969,29.79877,2.519802
126,163,2018-09-19 00:00:00,10.1,130.8,WP,27.278969,29.891409,2.61244
126,164,2018-09-29 00:00:00,5.5,170.5,WP,27.278969,30.137537,2.8585682
126,165,2018-10-03 00:00:00,8.3,133.0,WP,27.48239,29.757711,2.275322
126,166,2018-10-05 00:00:00,16.0,128.7,WP,27.48239,29.362085,1.8796959
126,167,2018-10-10 00:00:00,17.0,146.4,WP,27.48239,29.277994,1.7956047
126,168,2018-10-14 00:00:00,6.7,140.9,WP,27.48239,29.90302,2.4206314
126,169,2018-10-16 00:00:00,15.5,171.9,WP,27.48239,29.099976,1.6175861
126,170,2018-10-28 00:00:00,23.5,144.3,WP,27.48239,28.400888,0.918499
126,171,2018-11-03 00:00:00,18.6,165.7,WP,27.665485,27.735968,0.070482254
126,172,2018-11-18 00:00:00,16.1,131.7,WP,27.665485,28.60495,0.93946457
126,173,2018-12-04 00:00:00,-11.0,178.1,SP,27.707766,29.837729,2.129963
126,174,2018-12-05 00:00:00,-9.2,203.3,SP,27.707766,29.745874,2.0381088
126,175,2018-12-05 00:00:00,9.9,147.5,WP,27.707766,28.9087,1.2009354
126,176,2018-12-10 00:00:00,-11.6,195.2,SP,27.707766,29.762844,2.0550785
126,177,2018-12-19 00:00:00,7.7,193.0,WP,27.707766,29.085123,1.3773575
126,178,2019-01-17 00:00:00,-15.9,137.0,SI,27.721205,31.05955,3.3383446
126,179,2019-02-17 00:00:00,-11.1,58.8,SI,27.841747,29.298422,1.4566746
126,180,2019-02-27 00:00:00,-12.2,139.8,SI,27.841747,30.478125,2.6363773
126,181,2019-03-18 00:00:00,-17.3,147.5,SP,28.116415,28.872574,0.7561588
126,182,2019-03-20 00:00:00,-12.9,175.9,SP,28.116415,30.09776,1.9813442
126,183,2019-03-21 00:00:00,-12.9,175.9,SP,28.116415,30.09776,1.9813442
126,184,2019-03-23 00:00:00,-18.0,147.4,SP,28.116415,28.775267,0.6588516
126,185,2019-03-24 00:00:00,-9.9,171.2,SP,28.116415,30.205822,2.089407
126,186,2019-03-30 00:00:00,-11.0,130.2,SI,28.116415,30.037357,1.9209423
126,187,2019-04-02 00:00:00,-14.1,114.5,SI,28.39392,29.85029,1.4563694
126,188,2019-04-13 00:00:00,-11.9,119.3,SI,28.39392,30.085453,1.6915321
126,189,2019-04-14 00:00:00,-9.5,179.1,SP,28.39392,30.312475,1.9185543
126,190,2019-04-16 00:00:00,-15.5,182.4,SP,28.39392,29.33053,0.93660927
126,191,2019-05-16 00:00:00,8.0,134.9,WP,28.355745,29.790516,1.4347706
126,192,2019-05-18 00:00:00,10.5,127.5,WP,28.355745,29.301567,0.94582176
126,193,2019-06-16 00:00:00,11.5,128.4,WP,27.97207,29.982016,2.009945
126,194,2019-06-17 00:00:00,17.0,144.7,WP,27.97207,28.929152,0.95708084
126,195,2019-06-24 00:00:00,14.2,114.0,WP,27.97207,29.80459,1.8325195
126,196,2019-07-01 00:00:00,14.8,117.9,WP,27.530611,29.98793,2.4573193
126,197,2019-07-06 00:00:00,19.6,136.9,WP,27.530611,29.610533,2.0799217
126,198,2019-07-11 00:00:00,14.8,176.3,WP,27.530611,28.474655,0.9440441
126,199,2019-07-19 00:00:00,17.4,123.5,WP,27.530611,29.85701,2.3263988
126,200,2019-07-30 00:00:00,6.0,156.0,WP,27.530611,30.274832,2.7442207
126,201,2019-08-07 00:00:00,15.8,127.6,WP,27.28272,29.678848,2.3961277
126,202,2019-08-09 00:00:00,6.0,174.1,WP,27.28272,30.25471,2.9719887
126,203,2019-08-14 00:00:00,12.2,122.8,WP,27.28272,29.852667,2.5699463
126,204,2019-08-15 00:00:00,15.9,127.2,WP,27.28272,29.691658,2.4089375
126,205,2019-08-18 00:00:00,14.8,176.3,WP,27.28272,29.075872,1.7931519
126,206,2019-08-18 00:00:00,21.0,162.2,WP,27.28272,28.82841,1.5456886
126,207,2019-08-19 00:00:00,7.0,154.0,WP,27.28272,30.380926,3.0982056
126,208,2019-08-20 00:00:00,17.1,115.9,WP,27.28272,29.566202,2.2834816
126,209,2019-08-25 00:00:00,14.3,138.6,WP,27.28272,29.745895,2.4631748
126,210,2019-08-26 00:00:00,5.7,145.1,WP,27.28272,30.279627,2.9969063
126,211,2019-09-06 00:00:00,8.7,150.1,WP,27.323997,30.243372,2.9193745
126,212,2019-09-13 00:00:00,17.0,168.0,WP,27.323997,29.336075,2.0120773
126,213,2019-09-18 00:00:00,19.6,129.4,WP,27.323997,29.70964,2.385643
126,214,2019-09-27 00:00:00,14.7,137.1,WP,27.323997,29.824276,2.5002785
126,215,2019-09-29 00:00:00,5.2,151.3,WP,27.323997,30.397701,3.0737038
126,216,2019-10-05 00:00:00,17.4,142.9,WP,27.550325,29.329575,1.7792492
126,217,2019-10-10 00:00:00,19.4,126.1,WP,27.550325,28.668524,1.1181984
126,218,2019-10-12 00:00:00,12.4,136.5,WP,27.550325,29.730413,2.180088
126,219,2019-11-21 00:00:00,15.7,128.9,WP,27.7241,28.66212,0.9380207
126,220,2019-12-26 00:00:00,-8.5,194.3,SP,27.73819,30.031233,2.2930431
126,221,2019-12-27 00:00:00,8.3,142.3,WP,27.73819,29.330488,1.5922985
126,222,2020-01-09 00:00:00,-15.8,186.9,SP,27.710337,29.159304,1.448967
126,223,2020-01-18 00:00:00,-19.4,37.6,SI,27.710337,29.320087,1.6097507
126,224,2020-01-27 00:00:00,-12.7,102.9,SI,27.710337,28.863598,1.1532612
126,225,2020-01-29 00:00:00,-13.2,138.0,SI,27.710337,30.750917,3.0405807
126,226,2020-02-03 00:00:00,-12.6,124.3,SI,27.822916,30.138897,2.315981
126,227,2020-02-07 00:00:00,5.0,157.8,WP,27.822916,29.210775,1.3878593
126,228,2020-02-15 00:00:00,-11.1,144.5,SP,27.822916,30.207933,2.3850174
126,229,2020-02-29 00:00:00,-10.5,214.9,SP,27.822916,29.707056,1.88414
126,230,2020-03-10 00:00:00,-14.0,142.7,SP,28.090113,30.409193,2.3190804
126,231,2020-03-31 00:00:00,-15.5,134.8,SI,28.090113,31.566587,3.4764748
126,232,2020-04-10 00:00:00,-7.2,75.6,SI,28.367558,29.765507,1.3979492
126,233,2020-04-29 00:00:00,-14.2,155.4,SP,28.367558,29.350069,0.9825115
126,234,2020-06-11 00:00:00,17.5,141.4,WP,27.937117,29.08292,1.1458035
126,235,2020-07-09 00:00:00,5.0,171.6,WP,27.495298,30.2161,2.7208023
126,236,2020-07-10 00:00:00,5.8,162.1,WP,27.495298,30.2888,2.793501
126,237,2020-07-13 00:00:00,13.1,133.4,WP,27.495298,29.915445,2.420147
126,238,2020-07-13 00:00:00,13.6,130.5,WP,27.495298,29.913395,2.4180965
126,239,2020-07-26 00:00:00,26.5,129.4,WP,27.495298,28.74504,1.2497425
126,240,2020-07-31 00:00:00,9.2,145.9,WP,27.495298,30.056955,2.561657
126,241,2020-08-15 00:00:00,6.8,170.6,WP,27.26597,30.36066,3.0946903
126,242,2020-08-18 00:00:00,4.6,162.8,WP,27.26597,30.370016,3.1040459
126,243,2020-08-26 00:00:00,21.8,129.0,WP,27.26597,29.862326,2.5963554
126,244,2020-08-31 00:00:00,19.4,126.1,WP,27.26597,29.995804,2.7298336
126,245,2020-09-04 00:00:00,17.2,132.4,WP,27.315647,29.853329,2.5376816
126,246,2020-09-06 00:00:00,30.3,148.7,WP,27.315647,27.644583,0.32893562
126,247,2020-09-07 00:00:00,18.8,119.1,WP,27.315647,29.856878,2.5412312
126,248,2020-09-09 00:00:00,24.3,166.7,WP,27.315647,28.00245,0.6868038
126,249,2020-10-16 00:00:00,19.7,132.7,WP,27.55552,29.059967,1.5044479
126,250,2020-11-14 00:00:00,16.8,156.5,WP,27.729004,28.273453,0.54444885
126,251,2020-11-20 00:00:00,7.8,132.4,WP,27.729004,29.714453,1.9854488
126,252,2020-11-22 00:00:00,-11.0,133.0,SI,27.729004,29.106901,1.3778973
126,253,2020-12-07 00:00:00,-15.0,170.0,SP,27.762302,28.812786,1.0504837
126,254,2020-12-17 00:00:00,-11.7,157.0,SP,27.762302,29.672653,1.9103508
126,255,2020-12-19 00:00:00,-8.2,163.5,SP,27.762302,30.314713,2.5524101
126,256,2020-12-22 00:00:00,-9.9,89.2,SI,27.762302,28.172268,0.40996552
126,257,2020-12-27 00:00:00,-7.1,95.2,SI,27.762302,28.897314,1.1350117
126,258,2020-12-29 00:00:00,-5.0,95.0,SI,27.762302,29.17124,1.4089375
126,259,2020-12-30 00:00:00,-9.0,143.5,SP,27.762302,29.285728,1.523426
126,260,2021-01-01 00:00:00,-16.0,123.1,SI,27.746407,30.812737,3.06633
126,261,2021-01-23 00:00:00,-19.5,42.3,SI,27.746407,30.022655,2.276249
126,262,2021-02-01 00:00:00,-12.6,121.5,SI,27.859013,29.86173,2.002718
126,263,2021-02-09 00:00:00,-14.5,179.2,SP,27.859013,30.025259,2.1662464
126,264,2021-02-10 00:00:00,-12.2,208.4,SP,27.859013,30.007622,2.1486092
126,265,2021-02-12 00:00:00,-11.1,157.5,SP,27.859013,30.114323,2.25531
126,266,2021-02-22 00:00:00,-11.1,157.5,SP,27.859013,30.114323,2.25531
126,267,2021-02-24 00:00:00,-10.8,102.1,SI,27.859013,29.535229,1.6762161
126,268,2021-02-24 00:00:00,-11.0,130.2,SI,27.859013,29.923775,2.064762
126,269,2021-03-07 00:00:00,-11.6,140.0,SI,28.142136,30.232874,2.0907383
126,270,2021-03-13 00:00:00,-16.5,152.9,SP,28.142136,29.207855,1.0657196
126,271,2021-04-04 00:00:00,-9.6,101.7,SI,28.393988,29.673147,1.2791595
126,272,2021-04-11 00:00:00,8.1,141.8,WP,28.393988,29.266468,0.8724804
126,273,2021-04-19 00:00:00,-11.1,192.6,SP,28.393988,30.262571,1.8685837
126,274,2021-04-20 00:00:00,-6.9,88.5,SI,28.393988,29.773102,1.3791142
126,275,2021-04-30 00:00:00,-10.0,136.0,SI,28.393988,29.985962,1.5919743
126,276,2021-05-11 00:00:00,10.0,148.2,WP,28.354115,29.259506,0.9053917
126,277,2021-05-22 00:00:00,-7.8,175.0,SP,28.354115,30.30471,1.9505959
126,278,2021-06-14 00:00:00,18.7,126.7,WP,27.985916,29.558477,1.5725613
126,279,2021-06-18 00:00:00,6.4,140.0,WP,27.985916,30.394997,2.4090805
126,280,2021-07-04 00:00:00,11.0,177.0,WP,27.53948,29.244146,1.7046661
126,281,2021-07-11 00:00:00,5.0,139.0,WP,27.53948,30.410501,2.8710213
126,282,2021-07-24 00:00:00,8.8,172.2,WP,27.53948,29.707779,2.1682987
126,283,2021-07-26 00:00:00,15.8,164.6,WP,27.53948,28.725672,1.1861916
126,284,2021-07-31 00:00:00,5.5,171.0,WP,27.53948,30.103888,2.5644073
126,285,2021-08-11 00:00:00,9.3,172.3,WP,27.294281,29.981293,2.6870117
126,286,2021-08-30 00:00:00,11.7,139.6,WP,27.294281,29.874252,2.5799713
126,287,2021-09-02 00:00:00,19.5,124.0,WP,27.340807,29.724777,2.3839703
126,288,2021-09-02 00:00:00,8.8,134.1,WP,27.340807,29.90369,2.5628834
126,289,2021-09-09 00:00:00,20.9,145.1,WP,27.340807,29.39155,2.050743
126,290,2021-09-11 00:00:00,16.9,115.0,WP,27.340807,29.362148,2.0213413
126,291,2021-09-18 00:00:00,3.6,150.0,WP,27.340807,30.16734,2.8265324
126,292,2021-09-19 00:00:00,13.3,129.6,WP,27.340807,29.657598,2.3167915
126,293,2021-10-15 00:00:00,11.8,137.6,WP,27.56744,29.672003,2.1045628
126,294,2021-10-25 00:00:00,9.1,137.0,WP,27.56744,29.781097,2.2136574
126,295,2021-11-11 00:00:00,3.6,150.0,WP,27.761185,30.137487,2.3763027
126,296,2021-11-27 00:00:00,9.1,140.8,WP,27.761185,29.790363,2.0291786
126,297,2021-12-02 00:00:00,8.2,140.7,WP,27.770763,29.341833,1.5710697
126,298,2021-12-27 00:00:00,-12.8,127.4,SI,27.770763,30.927572,3.1568089
126,299,2022-01-09 00:00:00,-10.0,203.2,SP,27.762959,29.987564,2.2246056
126,300,2022-01-16 00:00:00,-15.0,137.1,SI,27.762959,31.045794,3.282835
126,301,2022-01-19 00:00:00,-11.2,153.8,SP,27.762959,30.083666,2.3207073
126,302,2022-02-20 00:00:00,-12.1,100.0,SI,27.879078,29.315498,1.4364204
126,303,2022-02-28 00:00:00,-7.6,84.1,SI,27.879078,29.416407,1.5373287
126,304,2022-03-02 00:00:00,-12.8,127.4,SI,28.149796,30.349466,2.1996708
126,305,2022-03-04 00:00:00,-8.6,205.7,SP,28.149796,30.055075,1.9052792
126,306,2022-03-06 00:00:00,-6.7,78.0,SI,28.149796,29.747107,1.597311
126,307,2022-03-09 00:00:00,-3.8,88.0,SI,28.149796,29.87773,1.7279339
126,308,2022-03-28 00:00:00,-9.0,189.0,SP,28.149796,30.291239,2.1414433
126,309,2022-03-29 00:00:00,-15.6,114.3,SI,28.149796,29.79868,1.6488838
126,310,2022-03-29 00:00:00,-14.0,171.6,SP,28.149796,29.997917,1.8481216
126,311,2022-04-19 00:00:00,-9.6,65.0,SI,28.419294,29.679993,1.2606983
126,312,2022-07-19 00:00:00,22.9,134.4,WP,27.52599,29.270426,1.7444363
126,313,2022-07-19 00:00:00,4.3,152.3,WP,27.52599,30.281424,2.755434
