Scenario,cyclone,timestamp,lat,lon,basin,tropical_sst,local_sst,relative_sst,local_sst_scaled,tropical_sst_scaled,basin_numerical,peak_wind,quantile
126,29,2015-09-18 00:00:00,6.0,171.0,WP,27.187016,30.193653,3.0066376,1.87218486858672,0.35956330531220776,2,100.59032652909082,0.75
126,30,2015-09-23 00:00:00,8.0,155.8,WP,27.187016,30.203135,3.016119,1.8862032042635324,0.35956330531220776,2,107.18636905013922,0.75
126,31,2015-10-15 00:00:00,20.7,110.4,WP,27.435207,27.806065,0.37085724,-1.657662214511229,0.9513341316155576,2,112.14209946915862,0.85
126,32,2015-10-20 00:00:00,-8.2,132.3,SI,27.435207,27.960287,0.5250797,-1.4296580208021241,0.9513341316155576,0,49.64598095503165,0.25
126,33,2015-11-13 00:00:00,8.4,134.2,WP,27.600464,29.682245,2.0817814,1.1161113596425667,1.345362405978502,2,52.77299702603588,0.25
126,34,2015-11-14 00:00:00,-11.1,140.5,SI,27.600464,28.276972,0.67650795,-0.9614660113302754,1.345362405978502,0,52.36055517254371,0.25
126,35,2015-11-18 00:00:00,8.3,144.4,WP,27.600464,29.796926,2.1964626,1.2856575264589296,1.345362405978502,2,116.04955181426257,0.85
126,36,2015-12-01 00:00:00,-8.5,66.7,SI,27.615051,28.707468,1.0924168,-0.3250140565184205,1.3801427205075882,0,64.76814720042944,0.35
126,37,2015-12-09 00:00:00,-5.9,84.2,SI,27.615051,28.78663,1.1715794,-0.2079797294937411,1.3801427205075882,0,101.97697390215667,0.75
126,38,2015-12-26 00:00:00,-14.9,58.4,SI,27.615051,27.691671,0.0766201,-1.8267840760819478,1.3801427205075882,0,137.85422904822173,0.95
126,39,2016-01-05 00:00:00,-14.9,203.4,SP,27.599728,29.33351,1.7337818,0.60053613371407,1.3436075344152336,1,103.91474271849516,0.65
126,40,2016-01-08 00:00:00,-15.5,188.3,SP,27.599728,29.383642,1.7839146,0.6746520590621027,1.3436075344152336,1,41.08153026674902,0.05
126,41,2016-01-12 00:00:00,-11.6,114.7,SI,27.599728,29.70126,2.101532,1.1442234301861889,1.3436075344152336,0,88.91862702543571,0.55
126,42,2016-01-18 00:00:00,-8.9,51.9,SI,27.599728,29.049953,1.4502258,0.18132107259715566,1.3436075344152336,0,132.27693504199368,0.95
126,43,2016-01-23 00:00:00,-12.3,100.4,SI,27.599728,28.66662,1.0668926,-0.38540437245667036,1.3436075344152336,0,148.48927276204822,0.95
126,44,2016-01-26 00:00:00,-11.3,154.3,SP,27.599728,29.977335,2.3776073,1.5523769866064177,1.3436075344152336,1,111.4566374502343,0.85
126,45,2016-01-29 00:00:00,-12.8,140.0,SI,27.599728,30.38626,2.7865314,2.1569380408820416,1.3436075344152336,0,65.65386063254942,0.35
126,46,2016-02-14 00:00:00,-16.0,65.6,SI,27.719501,28.586554,0.8670521,-0.5037751870843733,1.6291866536372552,0,50.38562605886864,0.25
126,47,2016-02-14 00:00:00,-12.5,51.4,SI,27.719501,29.181526,1.4620247,0.3758406338717378,1.6291866536372552,0,41.62436613678607,0.05
126,48,2016-02-16 00:00:00,-6.4,89.1,SI,27.719501,29.213343,1.4938412,0.4228793795191927,1.6291866536372552,0,41.48536522549692,0.05
126,49,2016-02-28 00:00:00,-12.8,98.6,SI,27.719501,28.935963,1.2164612,0.012796490884428597,1.6291866536372552,0,84.21476964904453,0.55
126,50,2016-03-05 00:00:00,5.1,163.7,WP,28.008839,28.95528,0.94644165,0.0413550429060478,2.319065768274603,2,55.57731143015159,0.25
126,51,2016-03-07 00:00:00,-14.6,56.5,SI,28.008839,29.203632,1.1947937,0.40852248669515356,2.319065768274603,0,129.33105476558552,0.85
126,52,2016-03-09 00:00:00,-15.9,172.0,SP,28.008839,29.517385,1.5085468,0.8723797819501294,2.319065768274603,1,58.64201641372378,0.35
126,53,2016-03-16 00:00:00,-9.9,135.7,SI,28.008839,29.987387,1.978548,1.5672380191125679,2.319065768274603,0,97.904816498227,0.65
126,54,2016-03-28 00:00:00,-11.2,81.0,SI,28.008839,29.15242,1.1435814,0.332809872617846,2.319065768274603,0,67.54865011098425,0.45
126,55,2016-04-01 00:00:00,-8.1,98.1,SI,28.262888,29.798126,1.5352383,1.287431625047011,2.9248040369932182,0,46.84372107447994,0.15
126,56,2016-04-04 00:00:00,-10.0,109.4,SI,28.262888,29.64008,1.3771915,1.053773970503893,2.9248040369932182,0,66.16335418227801,0.45
126,57,2016-06-20 00:00:00,8.2,139.3,WP,27.855099,30.070343,2.2152443,1.6898814545065655,1.9524978958059118,2,130.48894305896306,0.85
126,58,2016-06-21 00:00:00,21.5,133.4,WP,27.855099,28.400148,0.54504967,-0.7793607049257887,1.9524978958059118,2,109.40784887701295,0.65
126,59,2016-07-01 00:00:00,8.8,148.8,WP,27.42317,29.89768,2.4745102,1.4346138007451372,0.922633874812478,2,65.79957627286447,0.45
126,60,2016-07-17 00:00:00,20.0,133.3,WP,27.42317,29.53133,2.10816,0.8929962859591124,0.922633874812478,2,115.31561807735233,0.85
126,61,2016-07-31 00:00:00,15.0,130.0,WP,27.42317,29.809847,2.3866768,1.3047601330060878,0.922633874812478,2,90.91232217738155,0.55
126,62,2016-08-11 00:00:00,18.7,134.0,WP,27.19221,29.70089,2.5086803,1.1436764164548638,0.37194754838234045,2,44.725670860768076,0.15
126,63,2016-08-15 00:00:00,5.0,139.1,WP,27.19221,30.225773,3.0335636,1.9196715741276686,0.37194754838234045,2,75.91003337965374,0.35
126,64,2016-08-22 00:00:00,7.2,134.2,WP,27.19221,30.088623,2.8964138,1.7169068896649848,0.37194754838234045,2,113.66611088345046,0.85
126,65,2016-08-23 00:00:00,8.7,137.4,WP,27.19221,29.998392,2.8061829,1.5835079815807558,0.37194754838234045,2,134.6577387321714,0.95
126,66,2016-09-13 00:00:00,13.7,140.8,WP,27.248497,29.650335,2.4018383,1.0689351213545255,0.5061546892542396,2,58.750679032537406,0.35
126,67,2016-09-17 00:00:00,18.6,165.7,WP,27.248497,29.090408,1.8419113,0.24113037124781592,0.5061546892542396,2,98.64923372929437,0.65
126,68,2016-09-23 00:00:00,18.9,115.8,WP,27.248497,29.355616,2.1071186,0.633217986537491,0.5061546892542396,2,53.19826777388399,0.25
126,69,2016-09-26 00:00:00,15.8,119.4,WP,27.248497,29.632975,2.3844776,1.0432698284469633,0.5061546892542396,2,127.02242659390927,0.85
126,70,2016-10-03 00:00:00,11.7,139.6,WP,27.475582,29.671429,2.1958466,1.1001208177019997,1.0476017122772192,2,82.44630675254952,0.55
126,71,2016-10-10 00:00:00,14.2,141.7,WP,27.475582,29.576021,2.100439,0.9590681526256944,1.0476017122772192,2,136.17652917006762,0.95
126,72,2016-10-21 00:00:00,3.6,150.0,WP,27.475582,30.0471,2.571518,1.6555186432709383,1.0476017122772192,2,90.47376917915322,0.55
126,73,2016-10-29 00:00:00,11.4,162.5,WP,27.475582,29.751707,2.276125,1.2188050564135935,1.0476017122772192,2,52.20703793802228,0.25
126,74,2016-11-01 00:00:00,4.8,163.2,WP,27.651196,29.963766,2.3125706,1.5323163668216988,1.466324558353172,2,47.72428408829233,0.15
126,75,2016-11-15 00:00:00,20.8,145.9,WP,27.651196,27.78442,0.13322449,-1.6896625177937272,1.466324558353172,2,121.75868848360267,0.85
126,76,2016-11-21 00:00:00,9.6,153.5,WP,27.651196,29.559078,1.9078827,0.9340193589774883,1.466324558353172,2,95.19615083054093,0.65
126,77,2016-11-23 00:00:00,-14.1,121.1,SI,27.651196,29.869171,2.2179756,1.3924656535388191,1.466324558353172,0,137.7289785063379,0.95
126,78,2016-12-05 00:00:00,-8.6,104.0,SI,27.677399,29.007593,1.3301945,0.11869539243792207,1.5288013240764586,0,103.33954415848231,0.65
126,79,2016-12-07 00:00:00,-14.9,143.0,SP,27.677399,29.855219,2.1778202,1.3718388006214057,1.5288013240764586,1,98.79589680340234,0.75
126,80,2016-12-17 00:00:00,-8.3,98.5,SI,27.677399,28.621368,0.9439697,-0.45230563021318165,1.5288013240764586,0,87.90300652501284,0.65
126,81,2016-12-20 00:00:00,-7.1,95.2,SI,27.677399,28.745708,1.0683098,-0.26847944817825803,1.5288013240764586,0,54.155355519144905,0.35
126,82,2016-12-24 00:00:00,-17.3,147.5,SP,27.677399,27.912636,0.23523712,-1.5001059973193067,1.5288013240764586,1,46.11701494640156,0.15
126,83,2017-01-03 00:00:00,-12.1,170.9,SP,27.658928,29.916143,2.2572155,1.461909785938244,1.4847602471129497,1,86.29298771637725,0.55
126,84,2017-01-14 00:00:00,-7.4,77.8,SI,27.658928,29.10644,1.4475117,0.2648323283845679,1.4847602471129497,0,50.195331252854004,0.35
126,85,2017-01-23 00:00:00,-11.7,87.1,SI,27.658928,28.36857,0.7096424,-0.8260461092711273,1.4847602471129497,0,40.33928448952674,0.05
126,86,2017-02-01 00:00:00,-17.6,156.4,SP,27.758104,29.261093,1.5029888,0.4934737191698901,1.721229190263432,1,133.22980813568194,0.85
126,87,2017-02-04 00:00:00,-16.2,120.5,SI,27.758104,30.052273,2.2941685,1.6631664866010534,1.721229190263432,0,114.0670595023701,0.75
126,88,2017-03-01 00:00:00,-13.5,186.8,SP,28.032055,30.058079,2.0260239,1.6717501669363817,2.374420521281197,1,85.60347072033028,0.75
126,89,2017-03-03 00:00:00,-17.1,118.6,SI,28.032055,30.122288,2.0902328,1.7666777471380926,2.374420521281197,0,45.226783491210824,0.15
126,90,2017-03-05 00:00:00,-18.9,56.0,SI,28.032055,28.427498,0.39544296,-0.7389260412724601,2.374420521281197,0,44.727359024939126,0.15
126,91,2017-03-09 00:00:00,-7.6,132.2,SI,28.032055,29.836067,1.8040123,1.343524187155641,2.374420521281197,0,47.52086600114096,0.15
126,92,2017-04-06 00:00:00,-12.9,62.4,SI,28.279877,29.097538,0.8176613,0.25167147369199333,2.965311527466551,0,42.70263461595862,0.05
126,93,2017-04-07 00:00:00,-9.0,157.1,SP,28.279877,30.33764,2.057764,2.0850574797549872,2.965311527466551,1,132.79709502877907,0.95
126,94,2017-05-02 00:00:00,8.8,131.3,WP,28.244337,29.632221,1.3878841,1.0421551031674572,2.880572213120666,2,142.0522949418567,0.95
126,95,2017-05-12 00:00:00,11.4,133.1,WP,28.244337,29.310926,1.0665894,0.5671475982863953,2.880572213120666,2,68.50247431619387,0.55
126,96,2017-05-13 00:00:00,14.9,117.3,WP,28.244337,29.749374,1.5050373,1.215355913075267,2.880572213120666,2,125.88623219370123,0.85
126,97,2017-05-25 00:00:00,7.3,179.0,WP,28.244337,29.345264,1.1009274,0.6179134293843165,2.880572213120666,2,125.69281108762874,0.95
126,98,2017-06-01 00:00:00,16.7,139.4,WP,27.847008,29.131699,1.2846909,0.30217562524817154,1.933206230291769,2,61.73294086604794,0.35
126,99,2017-07-10 00:00:00,8.1,160.9,WP,27.402033,30.075195,2.6731625,1.6970547264643696,0.8722361571048509,2,40.599153218535385,0.05
126,100,2017-07-10 00:00:00,11.0,127.3,WP,27.402033,29.875757,2.4737244,1.402202497956398,0.8722361571048509,2,44.7991069793907,0.05
126,101,2017-07-17 00:00:00,8.1,127.0,WP,27.402033,29.826927,2.4248943,1.3300114695764311,0.8722361571048509,2,63.82270614848271,0.45
126,102,2017-07-19 00:00:00,23.5,153.0,WP,27.402033,28.184576,0.7825432,-1.0980656889505016,0.8722361571048509,2,132.19843337868588,0.95
126,103,2017-07-31 00:00:00,3.9,144.4,WP,27.402033,30.184723,2.78269,1.858982618260423,0.8722361571048509,2,73.49669662480693,0.55
126,104,2017-08-06 00:00:00,18.7,126.7,WP,27.173067,29.652275,2.479208,1.071803247405257,0.3263041973828082,2,82.23060289652881,0.55
126,105,2017-08-23 00:00:00,3.2,153.3,WP,27.173067,30.15441,2.9813423,1.814167409510019,0.3263041973828082,2,135.37309295303584,0.95
126,106,2017-08-24 00:00:00,19.5,124.0,WP,27.173067,29.702972,2.5299053,1.1467544775051801,0.3263041973828082,2,110.11795421025958,0.85
126,107,2017-09-04 00:00:00,5.7,145.1,WP,27.231453,30.164017,2.9325638,1.828370547123096,0.46551606028092635,2,50.129276213106806,0.15
126,108,2017-09-04 00:00:00,18.0,123.1,WP,27.231453,29.656094,2.4246407,1.0774493161618228,0.46551606028092635,2,83.17209268360654,0.65
126,109,2017-09-26 00:00:00,14.7,130.3,WP,27.231453,29.521887,2.290434,0.8790356084864088,0.46551606028092635,2,93.24240673505423,0.65
126,110,2017-09-29 00:00:00,19.0,120.0,WP,27.231453,29.56938,2.3379269,0.9492499953561571,0.46551606028092635,2,108.84377198760086,0.75
126,111,2017-10-01 00:00:00,19.0,120.0,WP,27.459717,28.510033,1.0503159,-0.6169050187997851,1.0097742158760543,2,52.56813310985643,0.25
126,112,2017-10-08 00:00:00,10.8,115.6,WP,27.459717,29.177786,1.7180691,0.37031135993888664,1.0097742158760543,2,42.63582266896133,0.05
126,113,2017-10-11 00:00:00,10.6,118.2,WP,27.459717,29.33404,1.8743229,0.6013196939238072,1.0097742158760543,2,127.88945444965204,0.95
126,114,2017-10-28 00:00:00,6.6,161.6,WP,27.459717,30.240854,2.7811375,1.9419675581333662,1.0097742158760543,2,110.13689705620692,0.75
126,115,2017-10-29 00:00:00,11.4,128.9,WP,27.459717,29.617018,2.157301,1.0196787524719702,1.0097742158760543,2,46.756130928690425,0.15
126,116,2017-10-31 00:00:00,13.2,140.7,WP,27.459717,29.528086,2.068369,0.8882003061093319,1.0097742158760543,2,77.19560572284199,0.45
126,117,2017-11-02 00:00:00,9.5,146.2,WP,27.645168,29.56101,1.915842,0.9368756577042978,1.4519517787561889,2,128.262649149841,0.95
126,118,2017-11-28 00:00:00,6.0,148.8,WP,27.645168,29.985428,2.3402596,1.5643418031675278,1.4519517787561889,2,117.33415674498131,0.75
126,119,2017-12-03 00:00:00,-12.5,72.6,SI,27.647411,27.83104,0.18362808,-1.6207387876468053,1.4572998452187054,0,63.677299403560255,0.35
126,120,2017-12-12 00:00:00,-13.7,185.0,SP,27.647411,29.2654,1.6179886,0.49984125468560947,1.4572998452187054,1,129.9310830289285,0.85
126,121,2017-12-13 00:00:00,13.0,155.7,WP,27.647411,28.086136,0.43872452,-1.2436009097926914,1.4572998452187054,2,69.2129516609591,0.55
126,122,2018-01-09 00:00:00,-14.0,126.0,SI,27.627613,30.613916,2.9863033,2.4935081976887203,1.4100947539013138,0,74.49664861698497,0.55
126,123,2018-01-11 00:00:00,-19.0,113.4,SI,27.627613,28.135794,0.5081806,-1.170185753386946,1.4100947539013138,0,101.1601915006056,0.75
126,124,2018-01-12 00:00:00,-6.7,94.8,SI,27.627613,29.315474,1.6878605,0.5738714319352194,1.4100947539013138,0,41.239016475637285,0.15
126,125,2018-01-13 00:00:00,-11.9,204.3,SP,27.627613,29.93139,2.3037777,1.4844511869152925,1.4100947539013138,1,138.61079686665988,0.95
126,126,2018-01-13 00:00:00,-4.2,158.1,SP,27.627613,30.23559,2.607977,1.934185178993653,1.4100947539013138,1,83.35376339172333,0.55
126,127,2018-01-28 00:00:00,-16.4,139.5,SI,27.627613,31.030542,3.4029293,3.1094545296533513,1.4100947539013138,0,61.403017440206426,0.45
126,128,2018-02-02 00:00:00,-13.2,99.9,SI,27.749437,28.905813,1.1563759,-0.031777736141093464,1.700564147004125,0,119.8566507394764,0.75
126,129,2018-02-04 00:00:00,-9.0,73.9,SI,27.749437,29.289646,1.5402088,0.5356869166577748,1.700564147004125,0,38.49931004602527,0.05
126,130,2018-02-07 00:00:00,-4.0,170.0,SP,27.749437,29.897703,2.1482658,1.4346478043014068,1.700564147004125,1,136.14766060231256,0.95
126,131,2018-02-08 00:00:00,-19.0,52.8,SI,27.749437,28.501446,0.75200844,-0.6296001726129878,1.700564147004125,0,92.37786269490701,0.65
126,132,2018-02-14 00:00:00,-17.1,123.9,SI,27.749437,30.683558,2.9341202,2.5964680092479653,1.700564147004125,0,119.95490393974609,0.75
126,133,2018-02-17 00:00:00,-8.3,131.6,SI,27.749437,29.736643,1.9872055,1.1965342054712267,1.700564147004125,0,44.32998483088848,0.15
126,134,2018-02-21 00:00:00,-8.6,164.4,SP,27.749437,30.104904,2.3554668,1.7409769722587691,1.700564147004125,1,54.61986459532116,0.25
126,135,2018-02-23 00:00:00,-11.5,89.5,SI,27.749437,28.993149,1.2437115,0.09734115909939367,1.700564147004125,0,52.72247859088415,0.25
126,136,2018-03-07 00:00:00,-6.2,52.9,SI,28.017262,29.696915,1.6796532,1.137799714881847,2.339149033461308,0,41.924051720914306,0.05
126,137,2018-03-17 00:00:00,-10.5,162.8,SP,28.017262,30.138956,2.1216946,1.791319976526527,2.339149033461308,1,47.318152363375816,0.15
126,138,2018-03-20 00:00:00,-9.4,60.7,SI,28.017262,29.459127,1.4418659,0.7862502523298064,2.339149033461308,0,98.15503061261414,0.65
126,139,2018-04-16 00:00:00,10.7,120.3,WP,28.291134,28.434137,0.14300346,-0.729110840833906,2.9921520019063865,2,113.55851793058667,0.85
126,140,2018-04-28 00:00:00,-10.5,86.6,SI,28.291134,28.984863,0.6937294,0.0850910083487016,2.9921520019063865,0,111.2829487909581,0.75
126,141,2018-05-06 00:00:00,-11.6,72.2,SI,28.24972,28.382578,0.13285828,-0.8053364650862689,2.8934070957634286,0,63.62914057681313,0.45
126,142,2018-06-04 00:00:00,13.3,149.2,WP,27.9062,28.94256,1.0363598,0.02254959787239917,2.074339868298577,2,61.01491884995967,0.35
126,143,2018-06-22 00:00:00,8.6,145.9,WP,27.9062,29.79158,1.8853798,1.2777539172490326,2.074339868298577,2,83.04524358174388,0.65
126,144,2018-07-02 00:00:00,16.2,133.3,WP,27.467741,29.846533,2.3787918,1.3589972836746829,1.0289061308538636,2,67.09574221954969,0.45
126,145,2018-07-06 00:00:00,10.0,149.7,WP,27.467741,29.8196,2.3518581,1.3191791192807105,1.0289061308538636,2,62.428931266749316,0.45
126,146,2018-07-09 00:00:00,13.0,147.3,WP,27.467741,29.539076,2.0713348,0.9044480923451723,1.0289061308538636,2,83.23214508542635,0.55
126,147,2018-07-20 00:00:00,14.6,152.4,WP,27.467741,29.263279,1.795538,0.49670553543117907,1.0289061308538636,2,60.300082600466226,0.35
126,148,2018-07-24 00:00:00,14.6,126.2,WP,27.467741,30.01955,2.5518093,1.6147882965195919,1.0289061308538636,2,98.24137854210372,0.65
126,149,2018-08-06 00:00:00,9.4,142.7,WP,27.225496,29.967173,2.7416763,1.5373533283963559,0.451312568565722,2,54.56745345841284,0.35
126,150,2018-08-09 00:00:00,15.5,143.5,WP,27.225496,29.68847,2.4629745,1.1253144960682289,0.451312568565722,2,67.84000003726146,0.35
126,151,2018-08-14 00:00:00,11.8,143.7,WP,27.225496,29.790218,2.564722,1.275740315351561,0.451312568565722,2,74.14318659215172,0.55
126,152,2018-08-14 00:00:00,13.2,141.4,WP,27.225496,29.737494,2.5119972,1.1977923370532748,0.451312568565722,2,109.40252996860909,0.75
126,153,2018-08-17 00:00:00,21.3,137.0,WP,27.225496,29.704472,2.4789753,1.1489721007402807,0.451312568565722,2,48.34847119206557,0.15
126,154,2018-08-17 00:00:00,14.9,140.7,WP,27.225496,29.71049,2.484993,1.1578692051595048,0.451312568565722,2,60.07987716282537,0.35
126,155,2018-09-01 00:00:00,14.2,129.1,WP,27.278969,29.752266,2.473297,1.2196314906725394,0.5788101869117515,2,48.64968113038143,0.25
126,156,2018-09-07 00:00:00,17.2,153.4,WP,27.278969,29.667995,2.3890266,1.095043938909112,0.5788101869117515,2,54.9230296170007,0.35
126,157,2018-09-10 00:00:00,19.7,126.6,WP,27.278969,29.707144,2.428175,1.15292242692974,0.5788101869117515,2,47.272836621088004,0.15
126,158,2018-09-10 00:00:00,21.6,118.3,WP,27.278969,29.492342,2.2133732,0.8353558228323827,0.5788101869117515,2,82.49511342357458,0.65
126,159,2018-09-11 00:00:00,7.5,175.5,WP,27.278969,30.13237,2.8534012,1.7815831321089484,0.5788101869117515,2,36.364211230768504,0.05
126,160,2018-09-12 00:00:00,4.1,156.1,WP,27.278969,30.189907,2.9109383,1.8666467241609297,0.5788101869117515,2,68.14486782779117,0.35
126,161,2018-09-12 00:00:00,17.1,115.9,WP,27.278969,29.479498,2.200529,0.8163670542779612,0.5788101869117515,2,57.291170279096434,0.25
126,162,2018-09-15 00:00:00,11.5,133.1,WP,27.278969,29.79877,2.519802,1.288383724622616,0.5788101869117515,2,87.9907875591989,0.65
126,163,2018-09-19 00:00:00,10.1,130.8,WP,27.278969,29.891409,2.61244,1.4253426572069248,0.5788101869117515,2,128.6419462523719,0.95
126,164,2018-09-29 00:00:00,5.5,170.5,WP,27.278969,30.137537,2.8585682,1.7892221049461192,0.5788101869117515,2,96.60861243143535,0.85
126,165,2018-10-03 00:00:00,8.3,133.0,WP,27.48239,29.757711,2.275322,1.2276814630159565,1.0638342742374551,2,90.41463579803782,0.65
126,166,2018-10-05 00:00:00,16.0,128.7,WP,27.48239,29.362085,1.8796959,0.6427818563427328,1.0638342742374551,2,61.38753363870464,0.45
126,167,2018-10-10 00:00:00,17.0,146.4,WP,27.48239,29.277994,1.7956047,0.5184604193675125,1.0638342742374551,2,55.968970613493056,0.35
126,168,2018-10-14 00:00:00,6.7,140.9,WP,27.48239,29.90302,2.4206314,1.4425085394620951,1.0638342742374551,2,54.200190558928576,0.35
126,169,2018-10-16 00:00:00,15.5,171.9,WP,27.48239,29.099976,1.6175861,0.2552758506567787,1.0638342742374551,2,42.631787945994986,0.05
126,170,2018-10-28 00:00:00,23.5,144.3,WP,27.48239,28.400888,0.918499,-0.7782666774631437,1.0638342742374551,2,94.92446721612856,0.75
126,171,2018-11-03 00:00:00,18.6,165.7,WP,27.665485,27.735968,0.070482254,-1.7612947051184522,1.5003943406460414,2,65.21835319118262,0.35
126,172,2018-11-18 00:00:00,16.1,131.7,WP,27.665485,28.60495,0.93946457,-0.47657825572910306,1.5003943406460414,2,55.4448214243415,0.35
126,173,2018-12-04 00:00:00,-11.0,178.1,SP,27.707766,29.837729,2.129963,1.3459813137001315,1.6012064664158379,1,40.196227792001785,0.05
126,174,2018-12-05 00:00:00,-9.2,203.3,SP,27.707766,29.745874,2.0381088,1.2101814588600344,1.6012064664158379,1,53.31576612539925,0.35
126,175,2018-12-05 00:00:00,9.9,147.5,WP,27.707766,28.9087,1.2009354,-0.02750955062126844,1.6012064664158379,2,87.92939495287182,0.65
126,176,2018-12-10 00:00:00,-11.6,195.2,SP,27.707766,29.762844,2.0550785,1.2352701697264712,1.6012064664158379,1,49.36107351866706,0.15
126,177,2018-12-19 00:00:00,7.7,193.0,WP,27.707766,29.085123,1.3773575,0.23331694538281117,1.6012064664158379,2,44.36245825896146,0.25
126,178,2019-01-17 00:00:00,-15.9,137.0,SI,27.721205,31.05955,3.3383446,3.1523404061892144,1.6332495628000412,0,49.99021887917969,0.15
126,179,2019-02-17 00:00:00,-11.1,58.8,SI,27.841747,29.298422,1.4566746,0.5486614909985985,1.9206622366853112,0,137.04799365154003,0.95
126,180,2019-02-27 00:00:00,-12.2,139.8,SI,27.841747,30.478125,2.6363773,2.292752679877039,1.9206622366853112,0,107.8127085919565,0.75
126,181,2019-03-18 00:00:00,-17.3,147.5,SP,28.116415,28.872574,0.7561588,-0.08091878861542592,2.575563136875441,1,47.89870908637423,0.15
