timestamp,Storm ID,BASIN,Season,SEASON TC NUMBER,Latitude (degrees),Longitude (degrees),VMAX (kt),Peak VMAX (kt),ACE,Maximum 24h Intensification
1981-11-07 06:00:00,1982-S-3,SI,1982.0,3.0,-10.7,86.8,55.0,80.0,1.08875,15.0
1981-11-07 12:00:00,1982-S-3,SI,1982.0,3.0,-11.7,87.0,60.0,80.0,1.08875,15.0
1981-11-07 18:00:00,1982-S-3,SI,1982.0,3.0,-12.2,87.1,65.0,80.0,1.08875,15.0
1981-11-08 00:00:00,1982-S-3,SI,1982.0,3.0,-12.4,87.1,70.0,80.0,1.08875,15.0
1981-11-08 06:00:00,1982-S-3,SI,1982.0,3.0,-12.5,86.8,70.0,80.0,1.08875,15.0
1981-11-08 12:00:00,1982-S-3,SI,1982.0,3.0,-12.7,85.7,80.0,80.0,1.08875,15.0
1981-11-08 18:00:00,1982-S-3,SI,1982.0,3.0,-12.7,85.0,80.0,80.0,1.08875,15.0
1981-11-09 00:00:00,1982-S-3,SI,1982.0,3.0,-12.2,85.1,75.0,80.0,1.08875,15.0
1981-11-09 06:00:00,1982-S-3,SI,1982.0,3.0,-12.0,84.7,70.0,80.0,1.08875,15.0
1981-11-09 12:00:00,1982-S-3,SI,1982.0,3.0,-12.0,82.9,65.0,80.0,1.08875,15.0
1981-11-09 18:00:00,1982-S-3,SI,1982.0,3.0,-11.8,82.2,65.0,80.0,1.08875,15.0
1981-11-10 00:00:00,1982-S-3,SI,1982.0,3.0,-10.8,82.8,60.0,80.0,1.08875,15.0
1981-11-10 06:00:00,1982-S-3,SI,1982.0,3.0,-10.4,82.9,55.0,80.0,1.08875,15.0
1981-11-10 12:00:00,1982-S-3,SI,1982.0,3.0,-10.4,82.5,50.0,80.0,1.08875,15.0
1981-11-10 18:00:00,1982-S-3,SI,1982.0,3.0,-10.4,82.0,50.0,80.0,1.08875,15.0
1981-11-11 00:00:00,1982-S-3,SI,1982.0,3.0,-10.4,81.5,50.0,80.0,1.08875,15.0
1981-11-11 06:00:00,1982-S-3,SI,1982.0,3.0,-10.4,80.7,50.0,80.0,1.08875,15.0
1981-11-11 12:00:00,1982-S-3,SI,1982.0,3.0,-11.0,79.5,50.0,80.0,1.08875,15.0
1981-11-11 18:00:00,1982-S-3,SI,1982.0,3.0,-12.0,78.0,50.0,80.0,1.08875,15.0
1981-12-05 00:00:00,1982-S-4,SI,1982.0,4.0,-11.9,125.0,45.0,45.0,0.0485,-10.0
1981-12-05 06:00:00,1982-S-4,SI,1982.0,4.0,-11.7,123.1,40.0,45.0,0.0485,-10.0
1981-12-05 12:00:00,1982-S-4,SI,1982.0,4.0,-12.1,122.0,35.0,45.0,0.0485,-10.0
1981-12-29 00:00:00,1982-S-7,SI,1982.0,7.0,-9.5,78.8,20.0,45.0,0.28675,10.0
1981-12-29 06:00:00,1982-S-7,SI,1982.0,7.0,-9.6,78.6,20.0,45.0,0.28675,10.0
1981-12-29 12:00:00,1982-S-7,SI,1982.0,7.0,-9.8,78.4,20.0,45.0,0.28675,10.0
1981-12-29 18:00:00,1982-S-7,SI,1982.0,7.0,-9.9,78.1,20.0,45.0,0.28675,10.0
1981-12-30 00:00:00,1982-S-7,SI,1982.0,7.0,-10.1,77.8,25.0,45.0,0.28675,10.0
1981-12-30 06:00:00,1982-S-7,SI,1982.0,7.0,-9.9,77.8,25.0,45.0,0.28675,10.0
1981-12-30 12:00:00,1982-S-7,SI,1982.0,7.0,-9.7,77.9,25.0,45.0,0.28675,10.0
1981-12-30 18:00:00,1982-S-7,SI,1982.0,7.0,-10.0,78.1,25.0,45.0,0.28675,10.0
1981-12-31 00:00:00,1982-S-7,SI,1982.0,7.0,-10.5,78.2,30.0,45.0,0.28675,10.0
1981-12-31 06:00:00,1982-S-7,SI,1982.0,7.0,-11.1,78.0,30.0,45.0,0.28675,10.0
1981-12-31 12:00:00,1982-S-7,SI,1982.0,7.0,-11.7,77.8,35.0,45.0,0.28675,10.0
1981-12-31 18:00:00,1982-S-7,SI,1982.0,7.0,-12.1,77.8,35.0,45.0,0.28675,10.0
1982-01-01 00:00:00,1982-S-7,SI,1982.0,7.0,-12.4,77.7,40.0,45.0,0.28675,10.0
1982-01-01 06:00:00,1982-S-7,SI,1982.0,7.0,-12.7,77.6,40.0,45.0,0.28675,10.0
1982-01-01 12:00:00,1982-S-7,SI,1982.0,7.0,-13.0,77.6,45.0,45.0,0.28675,10.0
1982-01-01 18:00:00,1982-S-7,SI,1982.0,7.0,-13.3,77.6,45.0,45.0,0.28675,10.0
1982-01-02 00:00:00,1982-S-7,SI,1982.0,7.0,-13.5,77.6,40.0,45.0,0.28675,10.0
1982-01-02 06:00:00,1982-S-7,SI,1982.0,7.0,-13.7,77.6,40.0,45.0,0.28675,10.0
1982-01-02 12:00:00,1982-S-7,SI,1982.0,7.0,-13.8,77.6,40.0,45.0,0.28675,10.0
1982-01-02 18:00:00,1982-S-7,SI,1982.0,7.0,-14.0,77.6,40.0,45.0,0.28675,10.0
1982-01-03 00:00:00,1982-S-7,SI,1982.0,7.0,-14.3,77.5,35.0,45.0,0.28675,10.0
1982-01-03 06:00:00,1982-S-7,SI,1982.0,7.0,-14.5,77.4,35.0,45.0,0.28675,10.0
1982-01-03 12:00:00,1982-S-7,SI,1982.0,7.0,-14.5,77.2,30.0,45.0,0.28675,10.0
1982-01-03 18:00:00,1982-S-7,SI,1982.0,7.0,-14.4,76.9,30.0,45.0,0.28675,10.0
1982-01-04 00:00:00,1982-S-7,SI,1982.0,7.0,-14.3,76.6,30.0,45.0,0.28675,10.0
1982-01-04 06:00:00,1982-S-7,SI,1982.0,7.0,-14.2,76.3,30.0,45.0,0.28675,10.0
1982-01-04 12:00:00,1982-S-7,SI,1982.0,7.0,-14.2,75.9,25.0,45.0,0.28675,10.0
1982-01-06 00:00:00,1982-S-8,SI,1982.0,8.0,-12.7,102.9,20.0,120.0,3.34775,20.0
1982-01-06 06:00:00,1982-S-8,SI,1982.0,8.0,-12.7,102.4,25.0,120.0,3.34775,20.0
1982-01-06 12:00:00,1982-S-8,SI,1982.0,8.0,-12.8,101.8,25.0,120.0,3.34775,20.0
1982-01-06 18:00:00,1982-S-8,SI,1982.0,8.0,-12.9,101.2,25.0,120.0,3.34775,20.0
1982-01-07 00:00:00,1982-S-8,SI,1982.0,8.0,-13.0,100.4,25.0,120.0,3.34775,20.0
1982-01-07 06:00:00,1982-S-8,SI,1982.0,8.0,-13.2,99.2,25.0,120.0,3.34775,20.0
1982-01-07 12:00:00,1982-S-8,SI,1982.0,8.0,-13.4,97.9,30.0,120.0,3.34775,20.0
1982-01-07 18:00:00,1982-S-8,SI,1982.0,8.0,-13.6,96.7,30.0,120.0,3.34775,20.0
1982-01-08 00:00:00,1982-S-8,SI,1982.0,8.0,-13.8,95.5,35.0,120.0,3.34775,20.0
1982-01-08 06:00:00,1982-S-8,SI,1982.0,8.0,-13.8,94.4,35.0,120.0,3.34775,20.0
1982-01-08 12:00:00,1982-S-8,SI,1982.0,8.0,-13.7,93.4,35.0,120.0,3.34775,20.0
1982-01-08 18:00:00,1982-S-8,SI,1982.0,8.0,-13.7,92.2,35.0,120.0,3.34775,20.0
1982-01-09 00:00:00,1982-S-8,SI,1982.0,8.0,-13.6,91.0,40.0,120.0,3.34775,20.0
1982-01-09 06:00:00,1982-S-8,SI,1982.0,8.0,-13.5,89.7,45.0,120.0,3.34775,20.0
1982-01-09 12:00:00,1982-S-8,SI,1982.0,8.0,-13.3,88.3,55.0,120.0,3.34775,20.0
1982-01-09 18:00:00,1982-S-8,SI,1982.0,8.0,-13.0,87.0,60.0,120.0,3.34775,20.0
1982-01-10 00:00:00,1982-S-8,SI,1982.0,8.0,-12.8,85.8,65.0,120.0,3.34775,20.0
1982-01-10 06:00:00,1982-S-8,SI,1982.0,8.0,-12.7,84.8,70.0,120.0,3.34775,20.0
1982-01-10 12:00:00,1982-S-8,SI,1982.0,8.0,-12.6,83.8,75.0,120.0,3.34775,20.0
1982-01-10 18:00:00,1982-S-8,SI,1982.0,8.0,-12.6,82.8,80.0,120.0,3.34775,20.0
1982-01-11 00:00:00,1982-S-8,SI,1982.0,8.0,-12.6,81.9,85.0,120.0,3.34775,20.0
1982-01-11 06:00:00,1982-S-8,SI,1982.0,8.0,-12.6,81.2,90.0,120.0,3.34775,20.0
1982-01-11 12:00:00,1982-S-8,SI,1982.0,8.0,-12.7,80.6,95.0,120.0,3.34775,20.0
1982-01-11 18:00:00,1982-S-8,SI,1982.0,8.0,-12.9,79.6,100.0,120.0,3.34775,20.0
1982-01-12 00:00:00,1982-S-8,SI,1982.0,8.0,-13.2,78.5,105.0,120.0,3.34775,20.0
1982-01-12 06:00:00,1982-S-8,SI,1982.0,8.0,-13.5,77.2,110.0,120.0,3.34775,20.0
1982-01-12 12:00:00,1982-S-8,SI,1982.0,8.0,-14.0,75.9,115.0,120.0,3.34775,20.0
1982-01-12 18:00:00,1982-S-8,SI,1982.0,8.0,-14.5,75.0,120.0,120.0,3.34775,20.0
1982-01-13 00:00:00,1982-S-8,SI,1982.0,8.0,-15.1,74.0,120.0,120.0,3.34775,20.0
1982-01-13 06:00:00,1982-S-8,SI,1982.0,8.0,-15.6,72.8,115.0,120.0,3.34775,20.0
1982-01-13 12:00:00,1982-S-8,SI,1982.0,8.0,-16.2,71.6,110.0,120.0,3.34775,20.0
1982-01-13 18:00:00,1982-S-8,SI,1982.0,8.0,-16.7,70.5,110.0,120.0,3.34775,20.0
1982-01-14 00:00:00,1982-S-8,SI,1982.0,8.0,-17.1,69.5,115.0,120.0,3.34775,20.0
1982-01-14 06:00:00,1982-S-8,SI,1982.0,8.0,-17.5,68.7,115.0,120.0,3.34775,20.0
1982-01-14 12:00:00,1982-S-8,SI,1982.0,8.0,-17.9,68.0,115.0,120.0,3.34775,20.0
1982-01-14 18:00:00,1982-S-8,SI,1982.0,8.0,-18.3,67.3,115.0,120.0,3.34775,20.0
1982-01-15 00:00:00,1982-S-8,SI,1982.0,8.0,-18.7,66.6,110.0,120.0,3.34775,20.0
1982-01-15 06:00:00,1982-S-8,SI,1982.0,8.0,-19.0,66.0,105.0,120.0,3.34775,20.0
1982-01-15 12:00:00,1982-S-8,SI,1982.0,8.0,-19.2,65.4,100.0,120.0,3.34775,20.0
1982-01-15 18:00:00,1982-S-8,SI,1982.0,8.0,-19.3,65.1,95.0,120.0,3.34775,20.0
1982-01-16 00:00:00,1982-S-8,SI,1982.0,8.0,-19.4,64.7,90.0,120.0,3.34775,20.0
1982-01-16 06:00:00,1982-S-8,SI,1982.0,8.0,-19.6,64.1,85.0,120.0,3.34775,20.0
1982-01-16 12:00:00,1982-S-8,SI,1982.0,8.0,-19.7,63.4,80.0,120.0,3.34775,20.0
1982-01-16 18:00:00,1982-S-8,SI,1982.0,8.0,-19.7,62.8,70.0,120.0,3.34775,20.0
1982-01-17 00:00:00,1982-S-8,SI,1982.0,8.0,-19.7,62.1,65.0,120.0,3.34775,20.0
1982-01-17 06:00:00,1982-S-8,SI,1982.0,8.0,-19.8,61.9,65.0,120.0,3.34775,20.0
1982-01-17 12:00:00,1982-S-8,SI,1982.0,8.0,-19.9,61.8,60.0,120.0,3.34775,20.0
1982-01-17 18:00:00,1982-S-8,SI,1982.0,8.0,-20.2,60.8,60.0,120.0,3.34775,20.0
1982-01-18 00:00:00,1982-S-8,SI,1982.0,8.0,-20.7,59.9,55.0,120.0,3.34775,20.0
1982-01-18 06:00:00,1982-S-8,SI,1982.0,8.0,-21.4,59.6,50.0,120.0,3.34775,20.0
1982-01-18 12:00:00,1982-S-8,SI,1982.0,8.0,-22.0,59.4,45.0,120.0,3.34775,20.0
1982-01-18 18:00:00,1982-S-8,SI,1982.0,8.0,-22.5,59.3,45.0,120.0,3.34775,20.0
1982-01-19 00:00:00,1982-S-8,SI,1982.0,8.0,-23.0,59.2,40.0,120.0,3.34775,20.0
1982-01-19 06:00:00,1982-S-8,SI,1982.0,8.0,-23.6,59.0,40.0,120.0,3.34775,20.0
1982-01-19 12:00:00,1982-S-8,SI,1982.0,8.0,-24.2,58.8,35.0,120.0,3.34775,20.0
1982-01-19 18:00:00,1982-S-8,SI,1982.0,8.0,-24.7,58.7,35.0,120.0,3.34775,20.0
1982-01-20 00:00:00,1982-S-8,SI,1982.0,8.0,-25.2,58.6,30.0,120.0,3.34775,20.0
1982-01-20 06:00:00,1982-S-8,SI,1982.0,8.0,-25.7,58.5,30.0,120.0,3.34775,20.0
1982-01-20 12:00:00,1982-S-8,SI,1982.0,8.0,-26.2,58.4,25.0,120.0,3.34775,20.0
1982-01-20 18:00:00,1982-S-8,SI,1982.0,8.0,-26.9,58.4,25.0,120.0,3.34775,20.0
1982-01-21 00:00:00,1982-S-8,SI,1982.0,8.0,-28.0,58.5,25.0,120.0,3.34775,20.0
1982-01-13 06:00:00,1982-S-10,SI,1982.0,10.0,-13.0,114.1,30.0,50.0,0.3615,10.0
1982-01-13 12:00:00,1982-S-10,SI,1982.0,10.0,-13.0,113.9,30.0,50.0,0.3615,10.0
1982-01-13 18:00:00,1982-S-10,SI,1982.0,10.0,-13.1,113.6,35.0,50.0,0.3615,10.0
1982-01-14 00:00:00,1982-S-10,SI,1982.0,10.0,-13.2,113.3,35.0,50.0,0.3615,10.0
1982-01-14 06:00:00,1982-S-10,SI,1982.0,10.0,-13.4,113.0,40.0,50.0,0.3615,10.0
1982-01-14 12:00:00,1982-S-10,SI,1982.0,10.0,-13.6,112.7,40.0,50.0,0.3615,10.0
1982-01-14 18:00:00,1982-S-10,SI,1982.0,10.0,-13.9,112.5,45.0,50.0,0.3615,10.0
1982-01-15 00:00:00,1982-S-10,SI,1982.0,10.0,-14.2,112.3,45.0,50.0,0.3615,10.0
1982-01-15 06:00:00,1982-S-10,SI,1982.0,10.0,-14.5,112.2,50.0,50.0,0.3615,10.0
1982-01-15 12:00:00,1982-S-10,SI,1982.0,10.0,-14.7,112.3,50.0,50.0,0.3615,10.0
1982-01-15 18:00:00,1982-S-10,SI,1982.0,10.0,-14.9,112.6,50.0,50.0,0.3615,10.0
1982-01-16 00:00:00,1982-S-10,SI,1982.0,10.0,-15.1,113.0,50.0,50.0,0.3615,10.0
1982-01-16 06:00:00,1982-S-10,SI,1982.0,10.0,-15.4,113.3,45.0,50.0,0.3615,10.0
1982-01-16 12:00:00,1982-S-10,SI,1982.0,10.0,-15.6,113.4,45.0,50.0,0.3615,10.0
1982-01-16 18:00:00,1982-S-10,SI,1982.0,10.0,-15.9,113.4,45.0,50.0,0.3615,10.0
1982-01-17 00:00:00,1982-S-10,SI,1982.0,10.0,-16.1,113.5,45.0,50.0,0.3615,10.0
1982-01-17 06:00:00,1982-S-10,SI,1982.0,10.0,-16.4,113.6,40.0,50.0,0.3615,10.0
1982-01-17 12:00:00,1982-S-10,SI,1982.0,10.0,-16.5,114.0,40.0,50.0,0.3615,10.0
1982-01-17 18:00:00,1982-S-10,SI,1982.0,10.0,-16.5,114.6,35.0,50.0,0.3615,10.0
1982-01-18 00:00:00,1982-S-10,SI,1982.0,10.0,-16.5,115.4,35.0,50.0,0.3615,10.0
1982-01-18 06:00:00,1982-S-10,SI,1982.0,10.0,-16.5,116.3,30.0,50.0,0.3615,10.0
1982-01-14 18:00:00,1982-S-11,SI,1982.0,11.0,-11.7,132.3,25.0,40.0,0.165,10.0
1982-01-15 00:00:00,1982-S-11,SI,1982.0,11.0,-12.3,132.4,25.0,40.0,0.165,10.0
1982-01-15 06:00:00,1982-S-11,SI,1982.0,11.0,-12.9,132.1,25.0,40.0,0.165,10.0
1982-01-15 12:00:00,1982-S-11,SI,1982.0,11.0,-13.5,131.4,25.0,40.0,0.165,10.0
1982-01-15 18:00:00,1982-S-11,SI,1982.0,11.0,-14.1,130.4,30.0,40.0,0.165,10.0
1982-01-16 00:00:00,1982-S-11,SI,1982.0,11.0,-14.6,129.3,30.0,40.0,0.165,10.0
1982-01-16 06:00:00,1982-S-11,SI,1982.0,11.0,-15.1,128.2,35.0,40.0,0.165,10.0
1982-01-16 12:00:00,1982-S-11,SI,1982.0,11.0,-15.5,127.0,35.0,40.0,0.165,10.0
1982-01-16 18:00:00,1982-S-11,SI,1982.0,11.0,-15.9,125.8,40.0,40.0,0.165,10.0
1982-01-17 00:00:00,1982-S-11,SI,1982.0,11.0,-16.4,124.7,40.0,40.0,0.165,10.0
1982-01-17 06:00:00,1982-S-11,SI,1982.0,11.0,-17.1,123.8,40.0,40.0,0.165,10.0
1982-01-17 12:00:00,1982-S-11,SI,1982.0,11.0,-17.8,122.9,40.0,40.0,0.165,10.0
1982-01-17 18:00:00,1982-S-11,SI,1982.0,11.0,-18.6,122.1,35.0,40.0,0.165,10.0
1982-01-18 00:00:00,1982-S-11,SI,1982.0,11.0,-19.4,121.3,35.0,40.0,0.165,10.0
1982-01-18 06:00:00,1982-S-11,SI,1982.0,11.0,-20.2,120.5,30.0,40.0,0.165,10.0
1982-01-18 18:00:00,1982-S-12,SI,1982.0,12.0,-11.9,106.7,50.0,50.0,0.19325,0.0
1982-01-19 00:00:00,1982-S-12,SI,1982.0,12.0,-11.4,107.3,50.0,50.0,0.19325,0.0
1982-01-19 06:00:00,1982-S-12,SI,1982.0,12.0,-11.9,108.0,50.0,50.0,0.19325,0.0
1982-01-19 12:00:00,1982-S-12,SI,1982.0,12.0,-13.4,108.9,50.0,50.0,0.19325,0.0
1982-01-19 18:00:00,1982-S-12,SI,1982.0,12.0,-14.4,110.1,50.0,50.0,0.19325,0.0
1982-01-20 00:00:00,1982-S-12,SI,1982.0,12.0,-14.2,112.1,45.0,50.0,0.19325,0.0
1982-01-20 06:00:00,1982-S-12,SI,1982.0,12.0,-14.9,114.4,40.0,50.0,0.19325,0.0
1982-01-20 12:00:00,1982-S-12,SI,1982.0,12.0,-17.3,117.0,40.0,50.0,0.19325,0.0
1982-01-20 18:00:00,1982-S-12,SI,1982.0,12.0,-18.8,119.2,40.0,50.0,0.19325,0.0
1982-01-25 18:00:00,1982-S-14,SP,1982.0,14.0,-18.0,154.1,25.0,65.0,0.88025,15.0
1982-01-26 00:00:00,1982-S-14,SP,1982.0,14.0,-19.1,154.8,25.0,65.0,0.88025,15.0
1982-01-26 06:00:00,1982-S-14,SP,1982.0,14.0,-19.7,155.7,25.0,65.0,0.88025,15.0
1982-01-26 12:00:00,1982-S-14,SP,1982.0,14.0,-19.9,156.7,30.0,65.0,0.88025,15.0
1982-01-26 18:00:00,1982-S-14,SP,1982.0,14.0,-20.1,157.8,35.0,65.0,0.88025,15.0
1982-01-27 00:00:00,1982-S-14,SP,1982.0,14.0,-20.4,158.6,40.0,65.0,0.88025,15.0
1982-01-27 06:00:00,1982-S-14,SP,1982.0,14.0,-20.7,159.1,40.0,65.0,0.88025,15.0
1982-01-27 12:00:00,1982-S-14,SP,1982.0,14.0,-21.0,159.5,40.0,65.0,0.88025,15.0
1982-01-27 18:00:00,1982-S-14,SP,1982.0,14.0,-21.2,159.6,40.0,65.0,0.88025,15.0
1982-01-28 00:00:00,1982-S-14,SP,1982.0,14.0,-21.5,159.5,40.0,65.0,0.88025,15.0
1982-01-28 06:00:00,1982-S-14,SP,1982.0,14.0,-21.8,159.4,40.0,65.0,0.88025,15.0
1982-01-28 12:00:00,1982-S-14,SP,1982.0,14.0,-22.0,159.2,40.0,65.0,0.88025,15.0
1982-01-28 18:00:00,1982-S-14,SP,1982.0,14.0,-22.0,158.9,40.0,65.0,0.88025,15.0
1982-01-29 00:00:00,1982-S-14,SP,1982.0,14.0,-21.9,158.1,40.0,65.0,0.88025,15.0
1982-01-29 06:00:00,1982-S-14,SP,1982.0,14.0,-21.7,157.3,35.0,65.0,0.88025,15.0
1982-01-29 12:00:00,1982-S-14,SP,1982.0,14.0,-20.9,156.9,35.0,65.0,0.88025,15.0
1982-01-29 18:00:00,1982-S-14,SP,1982.0,14.0,-20.1,156.7,40.0,65.0,0.88025,15.0
1982-01-30 00:00:00,1982-S-14,SP,1982.0,14.0,-19.9,156.7,40.0,65.0,0.88025,15.0
1982-01-30 06:00:00,1982-S-14,SP,1982.0,14.0,-19.7,156.8,40.0,65.0,0.88025,15.0
1982-01-30 12:00:00,1982-S-14,SP,1982.0,14.0,-19.2,156.7,40.0,65.0,0.88025,15.0
1982-01-30 18:00:00,1982-S-14,SP,1982.0,14.0,-18.6,156.7,40.0,65.0,0.88025,15.0
1982-01-31 00:00:00,1982-S-14,SP,1982.0,14.0,-18.1,156.8,35.0,65.0,0.88025,15.0
1982-01-31 06:00:00,1982-S-14,SP,1982.0,14.0,-17.5,157.1,35.0,65.0,0.88025,15.0
1982-01-31 12:00:00,1982-S-14,SP,1982.0,14.0,-17.2,157.6,40.0,65.0,0.88025,15.0
1982-01-31 18:00:00,1982-S-14,SP,1982.0,14.0,-17.2,158.3,45.0,65.0,0.88025,15.0
1982-02-01 00:00:00,1982-S-14,SP,1982.0,14.0,-17.1,159.0,45.0,65.0,0.88025,15.0
1982-02-01 06:00:00,1982-S-14,SP,1982.0,14.0,-17.2,159.7,50.0,65.0,0.88025,15.0
1982-02-01 12:00:00,1982-S-14,SP,1982.0,14.0,-17.5,160.5,50.0,65.0,0.88025,15.0
1982-02-01 18:00:00,1982-S-14,SP,1982.0,14.0,-18.0,161.2,55.0,65.0,0.88025,15.0
1982-02-02 00:00:00,1982-S-14,SP,1982.0,14.0,-18.6,161.6,55.0,65.0,0.88025,15.0
1982-02-02 06:00:00,1982-S-14,SP,1982.0,14.0,-19.2,161.8,50.0,65.0,0.88025,15.0
1982-02-02 12:00:00,1982-S-14,SP,1982.0,14.0,-19.8,162.0,55.0,65.0,0.88025,15.0
1982-02-02 18:00:00,1982-S-14,SP,1982.0,14.0,-20.5,162.2,60.0,65.0,0.88025,15.0
1982-02-03 00:00:00,1982-S-14,SP,1982.0,14.0,-21.4,162.3,65.0,65.0,0.88025,15.0
1982-02-03 06:00:00,1982-S-14,SP,1982.0,14.0,-22.3,162.3,65.0,65.0,0.88025,15.0
1982-02-03 12:00:00,1982-S-14,SP,1982.0,14.0,-23.1,162.5,65.0,65.0,0.88025,15.0
1982-02-03 18:00:00,1982-S-14,SP,1982.0,14.0,-23.8,162.8,60.0,65.0,0.88025,15.0
1982-02-04 00:00:00,1982-S-14,SP,1982.0,14.0,-24.6,163.2,50.0,65.0,0.88025,15.0
1982-02-04 06:00:00,1982-S-14,SP,1982.0,14.0,-25.4,163.8,45.0,65.0,0.88025,15.0
1982-02-04 12:00:00,1982-S-14,SP,1982.0,14.0,-25.8,164.6,45.0,65.0,0.88025,15.0
1982-02-04 18:00:00,1982-S-14,SP,1982.0,14.0,-25.8,165.5,40.0,65.0,0.88025,15.0
1982-02-05 00:00:00,1982-S-14,SP,1982.0,14.0,-25.8,166.5,40.0,65.0,0.88025,15.0
1982-02-05 06:00:00,1982-S-14,SP,1982.0,14.0,-25.6,167.5,35.0,65.0,0.88025,15.0
1982-02-05 12:00:00,1982-S-14,SP,1982.0,14.0,-25.2,168.7,35.0,65.0,0.88025,15.0
