timestamp,Storm ID,BASIN,Season,SEASON TC NUMBER,STORMNAME,Latitude (degrees),Longitude (degrees),VMAX (kt),Peak VMAX (kt),ACE,Maximum 24h Intensification,Tropical SST,Global SST,Local SST,Local Month Mean,Local Anomaly,Saffir-Simpson Category
1984-02-20 06:00:00,1984-S-25,AUS,1984.0,25.0,,-17.3,147.5,20.0,60.0,0.351,20.0,27.422438,13.600641,28.135374,28.761675,-0.6263008,1
1984-10-22 00:00:00,1984-N-25,WP,1984.0,25.0,,7.5,159.2,25.0,155.0,3.69675,35.0,26.94517,13.311082,29.10465,29.417017,-0.3123665,5
1984-02-27 00:00:00,1984-S-26,AUS,1984.0,26.0,,-15.6,123.7,35.0,75.0,0.53875,20.0,27.422438,13.600641,29.242687,29.390898,-0.14821053,1
1984-10-23 00:00:00,1984-N-26,WP,1984.0,26.0,,11.1,116.0,25.0,65.0,0.9725,15.0,26.94517,13.311082,28.02665,28.7765,-0.7498512,1
1984-03-06 06:00:00,1984-S-27,AUS,1984.0,27.0,,-10.6,149.3,25.0,45.0,0.25125,10.0,27.862774,13.531995,29.213505,29.132097,0.08140755,1
1984-10-30 12:00:00,1984-N-27,WP,1984.0,27.0,,3.0,146.1,25.0,120.0,2.21925,35.0,26.94517,13.311082,29.420015,29.635923,-0.21590805,4
1984-03-07 12:00:00,1984-S-28,AUS,1984.0,28.0,,-10.5,100.3,25.0,75.0,0.949,20.0,27.862774,13.531995,27.89282,28.77069,-0.87787056,1
1984-11-08 00:00:00,1984-N-28,WP,1984.0,28.0,,14.3,153.9,25.0,130.0,3.4885,25.0,27.126225,13.197488,28.795195,28.763018,0.03217697,4
1984-03-16 18:00:00,1984-S-29,SP,1984.0,29.0,,-16.2,175.8,25.0,40.0,0.2015,10.0,27.862774,13.531995,28.961752,29.00924,-0.04748726,1
1984-11-14 00:00:00,1984-N-29,WP,1984.0,29.0,,5.4,156.4,20.0,110.0,1.8925,30.0,27.126225,13.197488,29.26347,29.48094,-0.21747017,3
1984-03-19 12:00:00,1984-S-30,AUS,1984.0,30.0,,-12.1,143.3,30.0,125.0,1.20275,50.0,27.862774,13.531995,28.634039,28.883486,-0.24944687,4
1984-12-02 06:00:00,1984-N-30,WP,1984.0,30.0,,6.3,149.2,20.0,125.0,1.64875,35.0,26.975523,13.239666,28.648003,29.14383,-0.49582672,4
1984-04-03 00:00:00,1984-S-31,AUS,1984.0,31.0,,-13.6,155.9,25.0,40.0,0.246,10.0,28.1367,13.436745,28.467745,28.62708,-0.15933609,1
1984-04-03 18:00:00,1984-S-32,SI,1984.0,32.0,,-12.0,76.8,20.0,100.0,2.05075,30.0,28.1367,13.436745,28.614048,28.430853,0.18319511,3
1984-11-09 06:00:00,1985-S-1,SI,1985.0,1.0,,-7.7,80.9,20.0,45.0,0.37975,15.0,27.126225,13.197488,28.019009,28.168978,-0.1499691,1
1985-01-06 00:00:00,1985-N-1,WP,1985.0,1.0,,4.1,156.1,20.0,40.0,0.09725,15.0,26.953972,13.42192,28.569496,29.030405,-0.4609089,1
1984-12-02 06:00:00,1985-S-2,SI,1985.0,2.0,,-10.7,82.1,25.0,55.0,0.441,15.0,26.975523,13.239666,27.63529,28.042675,-0.40738487,1
1984-12-08 06:00:00,1985-S-3,AUS,1985.0,3.0,,-8.3,98.5,20.0,45.0,0.23075,15.0,26.975523,13.239666,27.849096,28.204746,-0.35564995,1
1985-05-20 00:00:00,1985-N-3,WP,1985.0,3.0,,11.5,131.9,30.0,100.0,1.06775,30.0,27.7412,13.267681,28.510672,29.15918,-0.6485081,3
1984-12-22 12:00:00,1985-S-5,AUS,1985.0,5.0,,-17.4,122.9,20.0,75.0,0.6525,15.0,26.975523,13.239666,29.558079,29.402542,0.15553665,1
1985-06-19 06:00:00,1985-N-5,WP,1985.0,5.0,,14.2,133.5,25.0,100.0,1.3235,35.0,27.230225,13.30502,28.722118,29.58783,-0.8657112,3
1984-12-25 18:00:00,1985-S-6,AUS,1985.0,6.0,,-12.6,145.1,25.0,70.0,0.35475,25.0,26.975523,13.239666,28.322985,28.635038,-0.31205368,1
1985-06-24 12:00:00,1985-N-6,WP,1985.0,6.0,,8.1,135.9,25.0,90.0,1.2735,20.0,27.230225,13.30502,29.067007,29.426014,-0.35900688,2
1984-12-26 06:00:00,1985-S-7,SP,1985.0,7.0,,-8.7,178.2,25.0,45.0,0.16,15.0,26.975523,13.239666,28.77605,29.59564,-0.8195896,1
1985-07-21 00:00:00,1985-N-7,WP,1985.0,7.0,,19.4,146.0,20.0,75.0,1.17775,25.0,26.852379,13.567689,28.931005,29.497227,-0.56622124,1
1984-12-26 12:00:00,1985-S-8,SP,1985.0,8.0,,-11.3,165.0,20.0,45.0,0.171,15.0,26.975523,13.239666,28.898659,29.172642,-0.273983,1
1985-07-31 06:00:00,1985-N-8,WP,1985.0,8.0,,20.8,145.9,20.0,85.0,1.3465,15.0,26.852379,13.567689,28.918764,29.477942,-0.5591774,2
1985-01-10 00:00:00,1985-S-9,SP,1985.0,9.0,,-11.3,184.1,25.0,50.0,0.26,10.0,26.953972,13.42192,28.213795,29.235456,-1.0216618,1
1985-08-10 06:00:00,1985-N-9,WP,1985.0,9.0,,22.7,131.3,25.0,60.0,0.38225,15.0,26.585503,13.604545,27.8375,29.070309,-1.2328091,1
1985-01-10 06:00:00,1985-S-10,SI,1985.0,10.0,,-10.8,65.7,20.0,65.0,0.985,15.0,26.953972,13.42192,27.88202,28.499151,-0.6171303,1
1985-08-15 06:00:00,1985-N-10,WP,1985.0,10.0,,25.2,124.4,25.0,70.0,0.55525,25.0,26.585503,13.604545,28.127403,28.842028,-0.7146244,1
1985-01-12 00:00:00,1985-S-11,SP,1985.0,11.0,,-15.8,161.1,25.0,100.0,1.11075,25.0,26.953972,13.42192,28.42995,28.67985,-0.24989891,3
1985-08-16 12:00:00,1985-N-11,WP,1985.0,11.0,,17.3,143.6,15.0,95.0,1.35225,25.0,26.585503,13.604545,28.87064,29.446072,-0.5754318,2
1985-08-23 00:00:00,1985-N-12,WP,1985.0,12.0,,18.4,141.1,25.0,90.0,1.91325,20.0,26.585503,13.604545,28.9525,29.448107,-0.49560738,2
1985-01-14 00:00:00,1985-S-13,AUS,1985.0,13.0,,-16.3,150.9,25.0,105.0,1.08975,25.0,26.953972,13.42192,28.337349,28.629652,-0.2923031,3
1985-08-27 00:00:00,1985-N-13,WP,1985.0,13.0,,21.3,125.8,45.0,95.0,1.106,15.0,26.585503,13.604545,28.581572,29.09914,-0.5175686,2
