timestamp,Storm ID,BASIN,Season,SEASON TC NUMBER,Latitude (degrees),Longitude (degrees),VMAX (kt),Peak VMAX (kt),ACE,Maximum 24h Intensification,Month,Tropical SST,Tropical Anomaly,Local SST,Relative SST,Saffir-Simpson Category
1990-08-09 06:00:00,1990-N-13,WP,1990.0,13.0,7.0,162.3,15.0,90.0,1.3865,20.0,8,26.44292,-0.16548919677734375,29.311111,2.8681908,2
1990-02-01 06:00:00,1990-S-14,SI,1990.0,14.0,-11.1,58.5,30.0,80.0,0.92275,35.0,2,27.086079,-0.09252166748046875,28.22033,1.1342506,1
1990-08-15 12:00:00,1990-N-14,WP,1990.0,14.0,14.6,141.1,25.0,100.0,1.15675,25.0,8,26.44292,-0.16548919677734375,29.216026,2.7731056,3
1990-01-30 18:00:00,1990-S-15,SI,1990.0,15.0,-9.0,70.0,20.0,95.0,1.23775,35.0,1,26.73453,-0.27420806884765625,28.632847,1.8983173,2
1990-08-22 12:00:00,1990-N-15,WP,1990.0,15.0,10.0,152.0,15.0,90.0,1.49475,15.0,8,26.44292,-0.16548919677734375,29.387608,2.944687,2
1990-02-12 00:00:00,1990-S-16,SP,1990.0,16.0,-8.6,205.7,15.0,60.0,0.36025,15.0,2,27.086079,-0.09252166748046875,28.239052,1.1529732,1
1990-08-20 06:00:00,1990-N-16,WP,1990.0,16.0,13.4,140.7,10.0,70.0,0.8865,20.0,8,26.44292,-0.16548919677734375,29.255255,2.812334,1
1990-02-25 00:00:00,1990-S-17,SI,1990.0,17.0,-10.8,125.2,15.0,70.0,0.5705,15.0,2,27.086079,-0.09252166748046875,30.04293,2.956852,1
1990-09-02 06:00:00,1990-N-17,WP,1990.0,17.0,16.2,149.0,15.0,75.0,0.77575,15.0,9,26.508621,-0.19160842895507812,28.827671,2.3190498,1
1990-02-26 18:00:00,1990-S-18,SI,1990.0,18.0,-16.0,75.0,20.0,100.0,1.27425,15.0,2,27.086079,-0.09252166748046875,27.85914,0.77306175,3
1990-09-02 06:00:00,1990-N-18,WP,1990.0,18.0,20.1,122.9,15.0,45.0,0.101,15.0,9,26.508621,-0.19160842895507812,27.65859,1.1499691,1
1990-09-07 00:00:00,1990-N-19,WP,1990.0,19.0,13.2,157.2,15.0,90.0,1.5065,20.0,9,26.508621,-0.19160842895507812,29.15252,2.643898,2
1990-09-08 00:00:00,1990-N-20,WP,1990.0,20.0,5.5,170.5,15.0,145.0,2.82775,45.0,9,26.508621,-0.19160842895507812,29.566103,3.0574818,5
1990-03-01 06:00:00,1990-S-21,SP,1990.0,21.0,-14.5,170.0,15.0,60.0,0.36425,20.0,3,27.319561,-0.1884441375732422,28.731133,1.4115715,1
1990-09-18 06:00:00,1990-N-21,WP,1990.0,21.0,12.3,141.1,15.0,80.0,1.3545,15.0,9,26.508621,-0.19160842895507812,28.368916,1.8602943,1
1990-03-05 18:00:00,1990-S-22,SI,1990.0,22.0,-6.9,82.9,15.0,45.0,0.39225,15.0,3,27.319561,-0.1884441375732422,28.542332,1.2227707,1
1990-09-28 06:00:00,1990-N-22,WP,1990.0,22.0,12.7,153.2,15.0,90.0,1.5075,20.0,9,26.508621,-0.19160842895507812,29.112608,2.6039867,2
1990-03-11 00:00:00,1990-S-23,SI,1990.0,23.0,-12.0,98.0,15.0,110.0,2.1445,20.0,3,27.319561,-0.1884441375732422,28.50434,1.1847782,3
1990-03-14 12:00:00,1990-S-24,SI,1990.0,24.0,-11.8,115.2,20.0,130.0,2.6805,30.0,3,27.319561,-0.1884441375732422,28.27125,0.95168877,4
1990-03-14 06:00:00,1990-S-25,SP,1990.0,25.0,-13.0,170.0,15.0,75.0,0.6765,20.0,3,27.319561,-0.1884441375732422,28.804472,1.484911,1
1990-10-13 12:00:00,1990-N-25,WP,1990.0,25.0,13.0,155.7,15.0,90.0,1.5325,25.0,10,26.783417,-0.1286163330078125,29.006187,2.2227707,2
1990-03-17 06:00:00,1990-S-26,SP,1990.0,26.0,-12.0,165.0,20.0,40.0,0.2215,10.0,3,27.319561,-0.1884441375732422,28.753696,1.4341354,1
1990-10-15 06:00:00,1990-N-26,WP,1990.0,26.0,15.0,118.0,15.0,40.0,0.14575,10.0,10,26.783417,-0.1286163330078125,28.327774,1.5443573,1
1990-04-10 12:00:00,1990-S-27,SI,1990.0,27.0,-7.0,47.8,15.0,45.0,0.185,15.0,4,27.635523,-0.11852836608886719,29.300058,1.6645355,1
1990-11-06 00:00:00,1990-N-27,WP,1990.0,27.0,6.5,151.9,15.0,150.0,3.72875,40.0,11,26.888897,-0.16846084594726562,29.098413,2.2095165,5
1990-04-11 18:00:00,1990-S-28,SI,1990.0,28.0,-11.0,92.0,20.0,40.0,0.204,10.0,4,27.635523,-0.11852836608886719,28.220303,0.58477974,1
1990-11-08 06:00:00,1990-N-28,WP,1990.0,28.0,11.7,120.9,15.0,50.0,0.15875,20.0,11,26.888897,-0.16846084594726562,28.11056,1.2216625,1
1990-05-09 18:00:00,1990-S-29,SI,1990.0,29.0,-3.0,80.9,15.0,55.0,0.729,10.0,5,27.493053,-0.1828460693359375,29.077402,1.5843487,1
1990-11-05 06:00:00,1990-N-29,WP,1990.0,29.0,8.0,167.0,15.0,140.0,3.4815,40.0,11,26.888897,-0.16846084594726562,29.262676,2.3737793,5
1990-11-14 12:00:00,1990-N-30,WP,1990.0,30.0,6.7,197.0,15.0,140.0,4.58025,65.0,11,26.888897,-0.16846084594726562,28.880823,1.9919262,5
1990-12-13 00:00:00,1990-N-31,WP,1990.0,31.0,4.6,173.3,15.0,125.0,3.5705,20.0,12,26.907007,-0.1225433349609375,29.12812,2.2211132,4
1991-03-03 06:00:00,1991-N-1,WP,1991.0,1.0,4.4,156.1,15.0,60.0,0.665,10.0,3,27.31602,-0.191986083984375,29.081326,1.7653065,1
1991-03-18 00:00:00,1991-N-2,WP,1991.0,2.0,3.0,165.3,15.0,70.0,0.59675,20.0,3,27.31602,-0.191986083984375,29.056797,1.740778,1
1990-11-23 06:00:00,1991-S-3,SP,1991.0,3.0,-7.0,174.6,20.0,125.0,1.65425,50.0,11,26.888897,-0.16846084594726562,29.798794,2.9098969,4
1991-04-20 12:00:00,1991-N-3,WP,1991.0,3.0,3.9,145.0,15.0,45.0,0.28125,10.0,4,27.609478,-0.14457321166992188,29.427153,1.8176746,1
1990-11-29 18:00:00,1991-S-4,SI,1991.0,4.0,-8.0,78.0,15.0,55.0,0.20475,30.0,11,26.888897,-0.16846084594726562,27.75914,0.8702431,1
1991-05-04 00:00:00,1991-N-4,WP,1991.0,4.0,4.6,151.9,15.0,140.0,3.9955,40.0,5,27.610538,-0.06536102294921875,29.546675,1.9361362,5
1991-06-11 18:00:00,1991-N-5,WP,1991.0,5.0,11.0,127.2,20.0,105.0,0.73875,30.0,6,27.194216,-0.06761550903320312,29.087877,1.8936615,3
1990-12-15 18:00:00,1991-S-6,SP,1991.0,6.0,-10.5,164.7,20.0,90.0,1.351,20.0,12,26.907007,-0.1225433349609375,29.110357,2.20335,2
1991-07-06 00:00:00,1991-N-6,WP,1991.0,6.0,5.7,138.9,15.0,80.0,0.6085,20.0,7,26.740067,-0.07623291015625,28.650763,1.910696,1
1991-01-09 06:00:00,1991-S-7,SI,1991.0,7.0,-8.4,80.9,15.0,65.0,0.587,20.0,1,26.87917,-0.12956809997558594,28.265654,1.3864841,1
1991-07-12 18:00:00,1991-N-7,WP,1991.0,7.0,11.2,146.7,15.0,125.0,1.25475,40.0,7,26.740067,-0.07623291015625,28.998482,2.2584152,4
1991-01-13 00:00:00,1991-S-8,SI,1991.0,8.0,-4.4,95.5,20.0,130.0,2.60225,35.0,1,26.87917,-0.12956809997558594,28.712543,1.833374,4
1991-07-15 00:00:00,1991-N-8,WP,1991.0,8.0,6.2,152.8,10.0,70.0,0.58375,25.0,7,26.740067,-0.07623291015625,29.109661,2.3695946,1
1991-02-15 18:00:00,1991-S-9,SI,1991.0,9.0,-15.4,119.3,20.0,50.0,0.44825,10.0,2,27.04696,-0.1316394805908203,28.948402,1.9014416,1
1991-07-18 12:00:00,1991-N-9,WP,1991.0,9.0,5.0,157.0,15.0,95.0,1.5055,20.0,7,26.740067,-0.07623291015625,29.329948,2.589882,2
1991-02-16 00:00:00,1991-S-10,SI,1991.0,10.0,-16.0,40.6,25.0,50.0,0.143,15.0,2,27.04696,-0.1316394805908203,29.030493,1.983532,1
1991-02-15 00:00:00,1991-S-11,SP,1991.0,11.0,-17.5,150.0,15.0,60.0,0.51325,20.0,2,27.04696,-0.1316394805908203,28.408688,1.3617268,1
1991-08-08 00:00:00,1991-N-11,WP,1991.0,11.0,19.5,160.1,15.0,85.0,1.274,15.0,8,26.49229,-0.116119384765625,28.841318,2.3490276,2
1991-02-23 06:00:00,1991-S-12,SI,1991.0,12.0,-24.0,37.4,20.0,90.0,1.4025,25.0,2,27.04696,-0.1316394805908203,28.354485,1.3075237,2
1991-08-08 00:00:00,1991-N-12,WP,1991.0,12.0,10.3,132.9,15.0,95.0,1.024,20.0,8,26.49229,-0.116119384765625,28.647026,2.1547356,2
1991-02-24 12:00:00,1991-S-13,SP,1991.0,13.0,-12.0,145.0,25.0,55.0,0.6765,20.0,2,27.04696,-0.1316394805908203,28.322834,1.2758732,1
1991-02-26 00:00:00,1991-S-14,SI,1991.0,14.0,-11.5,86.1,20.0,60.0,0.50825,20.0,2,27.04696,-0.1316394805908203,28.226824,1.179863,1
1991-08-13 12:00:00,1991-N-14,WP,1991.0,14.0,17.5,158.5,10.0,65.0,0.8465,15.0,8,26.49229,-0.116119384765625,29.118555,2.6262646,1
1991-08-27 00:00:00,1991-N-16,WP,1991.0,16.0,19.7,132.7,15.0,40.0,0.17075,15.0,8,26.49229,-0.116119384765625,29.542107,3.0498161,1
1991-03-20 18:00:00,1991-S-17,SI,1991.0,17.0,-6.0,92.1,20.0,90.0,2.11025,25.0,3,27.31602,-0.191986083984375,29.145863,1.8298435,2
1991-08-31 00:00:00,1991-N-17,WP,1991.0,17.0,5.0,171.9,15.0,115.0,2.0565,25.0,8,26.49229,-0.116119384765625,29.546343,3.0540524,4
1991-03-24 00:00:00,1991-S-18,SI,1991.0,18.0,-10.2,99.6,25.0,110.0,1.4125,65.0,3,27.31602,-0.191986083984375,28.535677,1.2196579,3
1991-09-01 00:00:00,1991-N-18,WP,1991.0,18.0,18.7,125.9,10.0,55.0,0.2595,15.0,9,26.518627,-0.18160247802734375,28.836357,2.31773,1
1991-04-08 18:00:00,1991-S-19,SI,1991.0,19.0,-10.3,131.7,15.0,95.0,1.32325,30.0,4,27.609478,-0.14457321166992188,28.59496,0.98548126,2
1991-09-08 00:00:00,1991-N-19,WP,1991.0,19.0,11.9,138.0,15.0,90.0,0.77125,30.0,9,26.518627,-0.18160247802734375,28.85167,2.3330421,2
1991-04-14 18:00:00,1991-S-20,SI,1991.0,20.0,-12.1,102.7,20.0,55.0,0.46625,20.0,4,27.609478,-0.14457321166992188,27.735142,0.12566376,1
1991-09-13 06:00:00,1991-N-20,WP,1991.0,20.0,14.4,147.8,20.0,50.0,0.42175,10.0,9,26.518627,-0.18160247802734375,28.718418,2.199791,1
1991-05-07 12:00:00,1991-S-21,SP,1991.0,21.0,-8.4,155.0,30.0,80.0,0.6176875,15.0,5,27.610538,-0.06536102294921875,28.400806,0.79026794,1
1991-09-13 12:00:00,1991-N-21,WP,1991.0,21.0,12.1,172.3,10.0,130.0,4.9385,30.0,9,26.518627,-0.18160247802734375,28.675203,2.1565762,4
1991-06-06 12:00:00,1991-S-22,SI,1991.0,22.0,-9.0,80.0,15.0,40.0,0.2585,10.0,6,27.194216,-0.06761550903320312,27.829412,0.6351967,1
1991-09-15 00:00:00,1991-N-22,WP,1991.0,22.0,19.5,124.0,25.0,110.0,2.0425,35.0,9,26.518627,-0.18160247802734375,28.731628,2.2130013,3
1991-10-01 00:00:00,1991-N-23,WP,1991.0,23.0,13.6,149.2,15.0,115.0,2.43225,30.0,10,26.727386,-0.1846466064453125,28.536192,1.8088055,4
1991-10-01 00:00:00,1991-N-24,WP,1991.0,24.0,8.0,164.0,15.0,125.0,2.36425,40.0,10,26.727386,-0.1846466064453125,29.285656,2.5582695,4
1991-10-16 00:00:00,1991-N-25,WP,1991.0,25.0,6.0,156.0,15.0,145.0,3.73925,45.0,10,26.727386,-0.1846466064453125,29.149311,2.4219246,5
1991-10-28 06:00:00,1991-N-26,WP,1991.0,26.0,8.1,173.3,15.0,130.0,4.765,45.0,10,26.727386,-0.1846466064453125,29.332632,2.6052456,4
1991-10-27 00:00:00,1991-N-27,WP,1991.0,27.0,6.0,148.8,15.0,45.0,0.428,15.0,10,26.727386,-0.1846466064453125,28.806782,2.0793953,1
1991-11-03 00:00:00,1991-N-28,WP,1991.0,28.0,6.1,177.0,15.0,55.0,0.60725,10.0,11,26.852524,-0.204833984375,28.871548,2.019024,1
1991-11-12 18:00:00,1991-N-29,WP,1991.0,29.0,8.6,141.0,20.0,45.0,0.41225,10.0,11,26.852524,-0.204833984375,28.78036,1.9278355,1
1991-11-16 00:00:00,1991-N-30,WP,1991.0,30.0,5.5,171.0,15.0,150.0,4.13925,30.0,11,26.852524,-0.204833984375,28.661264,1.8087406,5
1991-11-24 18:00:00,1991-N-31,WP,1991.0,31.0,3.8,181.4,15.0,80.0,1.061,15.0,11,26.852524,-0.204833984375,29.10353,2.251007,1
1991-09-10 06:00:00,1992-S-1,SI,1992.0,1.0,-8.8,79.7,20.0,45.0,0.13875,10.0,9,26.518627,-0.18160247802734375,26.85342,0.3347931,1
1992-01-03 06:00:00,1992-N-1,WP,1992.0,1.0,3.3,175.7,20.0,70.0,0.94775,15.0,1,26.870266,-0.1384716033935547,28.243698,1.3734322,1
1992-06-20 06:00:00,1992-N-2,WP,1992.0,2.0,7.2,143.6,15.0,120.0,2.1025,35.0,6,27.13253,-0.1293010711669922,28.962324,1.8297939,4
1991-11-12 18:00:00,1992-S-3,SP,1992.0,3.0,-7.1,163.6,20.0,95.0,1.251,15.0,11,26.852524,-0.204833984375,29.299423,2.4468994,2
1992-06-21 18:00:00,1992-N-3,WP,1992.0,3.0,13.0,126.0,15.0,80.0,0.778,15.0,6,27.13253,-0.1293010711669922,29.214739,2.0822086,1
1991-11-20 06:00:00,1992-S-4,SI,1992.0,4.0,-8.1,73.7,20.0,45.0,0.27625,10.0,11,26.852524,-0.204833984375,28.149086,1.2965622,1
1992-06-24 00:00:00,1992-N-4,WP,1992.0,4.0,5.9,145.3,15.0,40.0,0.3395,10.0,6,27.13253,-0.1293010711669922,29.037607,1.905077,1
1991-12-01 00:00:00,1992-S-5,SI,1992.0,5.0,-4.4,95.0,20.0,120.0,1.6655,30.0,12,26.897541,-0.13200950622558594,28.041601,1.1440601,4
1992-07-05 18:00:00,1992-N-5,WP,1992.0,5.0,7.2,155.9,15.0,75.0,0.7355,25.0,7,26.629238,-0.18706130981445312,28.987432,2.3581944,1
1991-12-04 06:00:00,1992-S-6,SP,1992.0,6.0,-8.4,180.5,30.0,125.0,2.61775,35.0,12,26.897541,-0.13200950622558594,29.326199,2.4286575,4
1992-07-11 12:00:00,1992-N-6,WP,1992.0,6.0,7.1,140.2,15.0,55.0,0.18925,20.0,7,26.629238,-0.18706130981445312,28.673912,2.044674,1
1991-12-05 00:00:00,1992-S-7,SP,1992.0,7.0,-10.0,203.2,25.0,105.0,2.05475,35.0,12,26.897541,-0.13200950622558594,29.21832,2.3207798,3
1992-07-16 00:00:00,1992-N-7,WP,1992.0,7.0,12.6,135.4,15.0,65.0,0.369,20.0,7,26.629238,-0.18706130981445312,28.534761,1.9055233,1
1992-07-24 00:00:00,1992-N-8,WP,1992.0,8.0,25.3,161.2,15.0,45.0,0.20125,20.0,7,26.629238,-0.18706130981445312,28.098442,1.469204,1
1991-12-17 12:00:00,1992-S-9,SI,1992.0,9.0,-7.5,66.0,20.0,105.0,1.32325,35.0,12,26.897541,-0.13200950622558594,28.690807,1.7932663,3
1992-07-30 00:00:00,1992-N-9,WP,1992.0,9.0,20.3,135.3,20.0,80.0,0.36575,30.0,7,26.629238,-0.18706130981445312,29.209995,2.5807571,1
1991-12-30 18:00:00,1992-S-10,SI,1992.0,10.0,-13.6,59.4,30.0,45.0,0.180125,7.5,12,26.897541,-0.13200950622558594,27.4348,0.53725815,1
1992-07-30 00:00:00,1992-N-10,WP,1992.0,10.0,5.0,154.3,15.0,115.0,1.8575,35.0,7,26.629238,-0.18706130981445312,29.128775,2.4995365,4
1992-01-04 18:00:00,1992-S-11,SP,1992.0,11.0,-7.0,172.0,20.0,95.0,1.749,25.0,1,26.870266,-0.1384716033935547,28.86068,1.9904137,2
1992-08-03 06:00:00,1992-N-11,WP,1992.0,11.0,5.8,182.0,15.0,130.0,4.21625,30.0,8,26.335516,-0.27289390563964844,29.132574,2.797058,4
1992-01-06 06:00:00,1992-S-12,SI,1992.0,12.0,-13.0,134.0,15.0,55.0,0.2525,15.0,1,26.870266,-0.1384716033935547,29.873384,3.0031185,1
1992-08-13 12:00:00,1992-N-12,WP,1992.0,12.0,13.3,129.6,15.0,40.0,0.32425,5.0,8,26.335516,-0.27289390563964844,28.967627,2.6321106,1
1992-08-13 12:00:00,1992-N-13,WP,1992.0,13.0,16.9,112.4,15.0,50.0,0.3515,15.0,8,26.335516,-0.27289390563964844,28.952463,2.6169472,1
1992-02-05 06:00:00,1992-S-14,SP,1992.0,14.0,-10.5,214.9,30.0,70.0,0.4845,25.0,2,27.065714,-0.11288642883300781,29.103008,2.0372944,1
1992-08-16 00:00:00,1992-N-14,WP,1992.0,14.0,24.0,162.3,15.0,45.0,0.26025,15.0,8,26.335516,-0.27289390563964844,28.01452,1.6790047,1
1992-02-08 18:00:00,1992-S-15,SI,1992.0,15.0,-16.6,62.2,20.0,45.0,0.202,15.0,2,27.065714,-0.11288642883300781,28.188807,1.1230927,1
1992-08-20 06:00:00,1992-N-15,WP,1992.0,15.0,6.6,173.3,10.0,130.0,3.8945,35.0,8,26.335516,-0.27289390563964844,28.971914,2.6363983,4
1992-08-23 12:00:00,1992-N-16,WP,1992.0,16.0,14.0,144.3,20.0,50.0,0.3945,15.0,8,26.335516,-0.27289390563964844,28.864758,2.5292416,1
1992-02-13 00:00:00,1992-S-17,SP,1992.0,17.0,-8.6,181.0,20.0,85.0,0.855,20.0,2,27.065714,-0.11288642883300781,29.276958,2.2112446,2
1992-08-29 00:00:00,1992-N-17,WP,1992.0,17.0,13.3,165.9,15.0,115.0,2.99825,20.0,8,26.335516,-0.27289390563964844,28.420252,2.0847359,4
1992-09-04 00:00:00,1992-N-18,WP,1992.0,18.0,19.1,166.2,20.0,110.0,1.96025,20.0,9,26.433987,-0.26624298095703125,28.127666,1.6936798,3
1992-09-14 12:00:00,1992-N-19,WP,1992.0,19.0,10.6,159.2,15.0,65.0,0.6935,15.0,9,26.433987,-0.26624298095703125,29.029324,2.595337,1
1992-02-24 18:00:00,1992-S-20,SI,1992.0,20.0,-11.2,101.5,25.0,120.0,3.58525,20.0,2,27.065714,-0.11288642883300781,28.11131,1.0455952,4
1992-09-19 00:00:00,1992-N-20,WP,1992.0,20.0,4.8,174.8,15.0,55.0,0.36425,15.0,9,26.433987,-0.26624298095703125,29.795141,3.3611546,1
1992-02-24 06:00:00,1992-S-21,SP,1992.0,21.0,-13.2,168.5,20.0,130.0,2.925,45.0,2,27.065714,-0.11288642883300781,29.10961,2.0438957,4
1992-09-23 18:00:00,1992-N-21,WP,1992.0,21.0,11.0,193.0,15.0,95.0,2.40275,25.0,9,26.433987,-0.26624298095703125,28.762968,2.3289814,2
1992-02-23 18:00:00,1992-S-22,SI,1992.0,22.0,-11.8,83.8,25.0,120.0,2.2695,30.0,2,27.065714,-0.11288642883300781,27.985432,0.9197178,4
1992-10-05 00:00:00,1992-N-22,WP,1992.0,22.0,7.8,174.9,15.0,40.0,0.34125,10.0,10,26.606924,-0.30510902404785156,29.540041,2.933117,1
1992-02-23 18:00:00,1992-S-23,SI,1992.0,23.0,-12.0,118.5,15.0,115.0,1.62175,30.0,2,27.065714,-0.11288642883300781,29.130335,2.064621,4
1992-10-03 06:00:00,1992-N-23,WP,1992.0,23.0,15.7,139.7,15.0,155.0,4.8325,35.0,10,26.606924,-0.30510902404785156,28.860395,2.2534714,5
1992-10-12 06:00:00,1992-N-24,WP,1992.0,24.0,11.5,114.5,15.0,90.0,1.39275,25.0,10,26.606924,-0.30510902404785156,28.098232,1.4913082,2
1992-03-04 00:00:00,1992-S-25,SP,1992.0,25.0,-10.4,183.7,20.0,140.0,3.4573125,35.0,3,27.339916,-0.1680889129638672,28.927856,1.5879402,5
1992-10-14 12:00:00,1992-N-25,WP,1992.0,25.0,8.5,170.8,10.0,95.0,1.39275,20.0,10,26.606924,-0.30510902404785156,29.339539,2.7326145,2
1992-03-13 18:00:00,1992-S-26,SP,1992.0,26.0,-12.0,185.3,25.0,60.0,0.352,20.0,3,27.339916,-0.1680889129638672,28.903461,1.5635452,1
1992-10-15 00:00:00,1992-N-26,WP,1992.0,26.0,8.0,134.9,15.0,80.0,1.733,20.0,10,26.606924,-0.30510902404785156,28.881296,2.274372,1
1992-03-23 18:00:00,1992-S-27,SP,1992.0,27.0,-10.0,211.9,20.0,55.0,0.371,15.0,3,27.339916,-0.1680889129638672,29.301237,1.9613209,1
1992-10-23 12:00:00,1992-N-27,WP,1992.0,27.0,9.6,186.8,20.0,110.0,2.9075,30.0,10,26.606924,-0.30510902404785156,28.824553,2.2176285,3
1992-04-04 18:00:00,1992-S-28,SI,1992.0,28.0,-8.3,131.6,20.0,120.0,2.2595,40.0,4,27.643776,-0.1102752685546875,28.856405,1.2126293,4
1992-10-27 12:00:00,1992-N-28,WP,1992.0,28.0,5.6,150.2,10.0,145.0,3.68525,25.0,10,26.606924,-0.30510902404785156,29.196114,2.5891895,5
1992-04-05 06:00:00,1992-S-29,SI,1992.0,29.0,-5.3,100.8,15.0,120.0,2.81075,25.0,4,27.643776,-0.1102752685546875,29.38805,1.7442741,4
1992-04-27 06:00:00,1992-S-30,SP,1992.0,30.0,-10.3,178.8,20.0,65.0,0.40125,25.0,4,27.643776,-0.1102752685546875,29.02979,1.3860149,1
1992-11-08 12:00:00,1992-N-30,WP,1992.0,30.0,7.9,140.7,15.0,125.0,2.07475,30.0,11,26.707565,-0.34979248046875,28.625881,1.9183159,4
1992-11-13 06:00:00,1992-N-31,WP,1992.0,31.0,6.1,182.2,15.0,160.0,6.06225,40.0,11,26.707565,-0.34979248046875,29.19561,2.4880447,5
1992-11-13 06:00:00,1992-N-32,WP,1992.0,32.0,11.1,159.5,15.0,125.0,1.83725,30.0,11,26.707565,-0.34979248046875,28.256699,1.5491333,4
1992-09-25 00:00:00,1993-S-1,SI,1993.0,1.0,-4.8,86.8,15.0,65.0,0.524,20.0,9,26.433987,-0.26624298095703125,27.875557,1.4415703,1
1993-03-05 00:00:00,1993-N-2,WP,1993.0,2.0,3.1,173.7,15.0,55.0,0.6775,15.0,3,27.263567,-0.24443817138671875,28.5487,1.2851334,1
1992-12-03 06:00:00,1993-S-3,SP,1993.0,3.0,-4.0,173.0,15.0,110.0,1.909,25.0,12,26.670448,-0.3591022491455078,29.57929,2.908842,3
1992-12-17 00:00:00,1993-S-5,SI,1993.0,5.0,-11.2,100.2,20.0,45.0,0.30975,15.0,12,26.670448,-0.3591022491455078,27.20531,0.5348625,1
1992-12-21 12:00:00,1993-S-6,SP,1993.0,6.0,-12.7,142.7,20.0,75.0,1.6005,15.0,12,26.670448,-0.3591022491455078,28.677078,2.00663,1
1993-06-13 06:00:00,1993-N-6,WP,1993.0,6.0,4.0,160.0,15.0,130.0,2.7765,40.0,6,27.094952,-0.16687965393066406,28.81835,1.7233982,4
1992-12-23 06:00:00,1993-S-7,SP,1993.0,7.0,-6.7,161.3,15.0,120.0,2.91,45.0,12,26.670448,-0.3591022491455078,29.3978,2.7273521,4
1993-01-01 12:00:00,1993-S-8,SP,1993.0,8.0,-16.9,195.8,25.0,45.0,0.09125,20.0,1,26.755547,-0.2531909942626953,28.37432,1.6187725,1
1993-07-04 06:00:00,1993-N-8,WP,1993.0,8.0,9.1,137.0,15.0,85.0,0.76075,25.0,7,26.629663,-0.18663597106933594,28.888298,2.2586346,2
1993-07-11 12:00:00,1993-N-9,WP,1993.0,9.0,8.1,143.9,15.0,45.0,0.201,15.0,7,26.629663,-0.18663597106933594,29.048975,2.4193115,1
1993-01-11 12:00:00,1993-S-10,SI,1993.0,10.0,-9.0,73.9,20.0,95.0,1.26725,30.0,1,26.755547,-0.2531909942626953,27.75312,0.99757385,2
1993-07-17 12:00:00,1993-N-10,WP,1993.0,10.0,10.1,156.1,15.0,70.0,0.59925,15.0,7,26.629663,-0.18663597106933594,28.584934,1.9552708,1
1993-07-24 06:00:00,1993-N-11,WP,1993.0,11.0,15.2,137.3,20.0,45.0,0.22225,15.0,7,26.629663,-0.18663597106933594,29.404722,2.7750587,1
1993-01-16 00:00:00,1993-S-12,SI,1993.0,12.0,-6.3,90.5,10.0,110.0,2.61,40.0,1,26.755547,-0.2531909942626953,27.74348,0.9879341,3
1993-07-25 18:00:00,1993-N-12,WP,1993.0,12.0,19.0,130.0,15.0,65.0,0.3795,20.0,7,26.629663,-0.18663597106933594,29.950459,3.320795,1
1993-01-22 18:00:00,1993-S-13,SI,1993.0,13.0,-14.2,119.8,20.0,55.0,0.67,10.0,1,26.755547,-0.2531909942626953,29.144964,2.3894176,1
1993-07-30 06:00:00,1993-N-13,WP,1993.0,13.0,6.7,161.1,10.0,120.0,2.503,35.0,7,26.629663,-0.18663597106933594,28.856064,2.2264004,4
1993-08-03 00:00:00,1993-N-14,WP,1993.0,14.0,8.0,154.3,10.0,65.0,0.6765,10.0,8,26.372234,-0.236175537109375,28.592724,2.2204895,1
1993-01-29 00:00:00,1993-S-15,SP,1993.0,15.0,-11.0,178.1,15.0,90.0,0.718,25.0,1,26.755547,-0.2531909942626953,29.390495,2.6349487,2
1993-02-03 06:00:00,1993-S-16,SP,1993.0,16.0,-12.4,151.1,20.0,115.0,1.9565,30.0,2,26.94808,-0.23052024841308594,27.869267,0.92118645,4
1993-08-12 00:00:00,1993-N-16,WP,1993.0,16.0,7.0,152.7,10.0,80.0,0.8245,15.0,8,26.372234,-0.236175537109375,28.586323,2.2140884,1
1993-02-03 00:00:00,1993-S-17,SP,1993.0,17.0,-13.8,190.8,25.0,45.0,0.3115,10.0,2,26.94808,-0.23052024841308594,29.053997,2.105917,1
1993-08-17 00:00:00,1993-N-17,WP,1993.0,17.0,10.1,158.6,20.0,80.0,1.19875,15.0,8,26.372234,-0.236175537109375,28.672056,2.2998219,1
1993-02-11 12:00:00,1993-S-18,SP,1993.0,18.0,-10.9,193.0,20.0,65.0,0.46925,20.0,2,26.94808,-0.23052024841308594,29.356003,2.4079227,1
1993-08-19 06:00:00,1993-N-18,WP,1993.0,18.0,9.0,134.0,20.0,45.0,0.55325,10.0,8,26.372234,-0.236175537109375,28.223871,1.8516369,1
1993-02-10 00:00:00,1993-S-19,SI,1993.0,19.0,-16.0,52.0,15.0,75.0,0.5515,30.0,2,26.94808,-0.23052024841308594,27.99281,1.0447292,1
1993-08-27 12:00:00,1993-N-19,WP,1993.0,19.0,17.0,141.7,10.0,130.0,1.72375,35.0,8,26.372234,-0.236175537109375,28.955166,2.5829315,4
1993-02-14 00:00:00,1993-S-20,SP,1993.0,20.0,-12.9,169.6,20.0,50.0,0.22475,15.0,2,26.94808,-0.23052024841308594,28.238775,1.2906952,1
1993-09-03 06:00:00,1993-N-20,WP,1993.0,20.0,16.0,128.7,15.0,55.0,0.3095,10.0,9,26.526999,-0.1732311248779297,28.568384,2.0413857,1
