timestamp,Storm ID,BASIN,Season,SEASON TC NUMBER,Latitude (degrees),Longitude (degrees),VMAX (kt),Peak VMAX (kt),ACE,Maximum 24h Intensification,Month,Tropical SST,Tropical Anomaly,Local SST,Relative SST,Saffir-Simpson Category
1982-04-23 06:00:00,1982-S-27,SI,1982.0,27.0,-6.2,85.4,20.0,100.0,1.7085,15.0,4,27.557287,-0.1967639923095703,28.563868,1.0065804,3
1982-11-21 18:00:00,1982-N-27,WP,1982.0,27.0,7.6,176.7,15.0,100.0,2.25075,25.0,11,27.04999,-0.0073680877685546875,29.182749,2.132759,3
1982-05-11 06:00:00,1982-S-28,SP,1982.0,28.0,-9.0,157.1,15.0,40.0,0.2335,10.0,5,27.561676,-0.11422348022460938,28.585527,1.0238514,1
1982-12-07 06:00:00,1982-N-28,WP,1982.0,28.0,10.1,130.8,25.0,65.0,0.339,25.0,12,27.173801,0.14425086975097656,28.543955,1.3701534,1
1982-10-31 12:00:00,1983-S-2,SP,1983.0,2.0,-9.9,171.2,30.0,65.0,0.79825,10.0,10,26.915617,0.0035839080810546875,29.123194,2.2075768,1
1983-07-09 12:00:00,1983-N-2,WP,1983.0,2.0,11.4,127.4,25.0,65.0,0.37,30.0,7,26.777512,-0.038787841796875,29.152802,2.37529,1
1982-11-07 18:00:00,1983-S-3,SP,1983.0,3.0,-10.8,178.8,20.0,40.0,0.2135,10.0,11,27.04999,-0.0073680877685546875,29.167768,2.1177788,1
1983-07-09 06:00:00,1983-N-3,WP,1983.0,3.0,9.5,146.2,20.0,90.0,1.17275,20.0,7,26.777512,-0.038787841796875,28.491142,1.7136307,2
1982-11-29 12:00:00,1983-S-4,SI,1983.0,4.0,-8.5,60.0,25.0,65.0,0.538,15.0,11,27.04999,-0.0073680877685546875,27.580904,0.5309143,1
1983-07-20 18:00:00,1983-N-4,WP,1983.0,4.0,8.5,138.9,20.0,135.0,1.0965,55.0,7,26.777512,-0.038787841796875,28.68353,1.9060192,4
1982-12-10 00:00:00,1983-S-5,SP,1983.0,5.0,-9.0,200.0,25.0,55.0,0.44125,10.0,12,27.173801,0.14425086975097656,29.719185,2.5453835,1
1983-08-05 00:00:00,1983-N-5,WP,1983.0,5.0,9.1,140.7,30.0,145.0,5.04125,55.0,8,26.532848,-0.0755615234375,28.987455,2.454607,5
1982-12-21 00:00:00,1983-S-6,SI,1983.0,6.0,-8.9,60.1,20.0,65.0,0.65625,15.0,12,27.173801,0.14425086975097656,27.96706,0.79325867,1
1983-08-08 00:00:00,1983-N-6,WP,1983.0,6.0,16.0,111.3,20.0,45.0,0.2365,15.0,8,26.532848,-0.0755615234375,29.128742,2.5958939,1
1983-01-04 06:00:00,1983-S-7,SI,1983.0,7.0,-15.0,115.3,25.0,80.0,0.69375,25.0,1,27.205208,0.1964702606201172,28.812717,1.6075096,1
1983-08-12 00:00:00,1983-N-7,WP,1983.0,7.0,24.3,145.1,30.0,50.0,0.2545,10.0,8,26.532848,-0.0755615234375,28.365505,1.8326569,1
1983-01-10 00:00:00,1983-S-8,SI,1983.0,8.0,-8.8,47.2,25.0,65.0,0.525,20.0,1,27.205208,0.1964702606201172,28.93998,1.7347717,1
1983-08-17 06:00:00,1983-N-8,WP,1983.0,8.0,15.2,140.1,20.0,55.0,0.559,20.0,8,26.532848,-0.0755615234375,29.110752,2.5779037,1
1983-01-13 18:00:00,1983-S-9,SP,1983.0,9.0,-14.6,142.6,15.0,55.0,0.57325,15.0,1,27.205208,0.1964702606201172,30.110235,2.9050274,1
1983-01-18 12:00:00,1983-S-10,SP,1983.0,10.0,-14.2,176.4,20.0,80.0,1.0135,15.0,1,27.205208,0.1964702606201172,28.403198,1.1979904,1
1983-08-27 00:00:00,1983-N-10,WP,1983.0,10.0,9.8,183.2,20.0,125.0,2.30975,30.0,8,26.532848,-0.0755615234375,27.914701,1.3818531,4
1983-09-20 12:00:00,1983-N-11,WP,1983.0,11.0,10.3,144.1,30.0,150.0,3.47125,75.0,9,26.615091,-0.08513832092285156,29.341187,2.7260952,5
1983-02-11 12:00:00,1983-S-12,SP,1983.0,12.0,-10.6,157.7,20.0,100.0,4.102,25.0,2,27.378536,0.1999359130859375,29.155394,1.7768574,3
1983-09-28 00:00:00,1983-N-12,WP,1983.0,12.0,17.2,118.0,25.0,55.0,0.27825,30.0,9,26.615091,-0.08513832092285156,29.879128,3.2640362,1
1983-02-20 12:00:00,1983-S-13,SP,1983.0,13.0,-12.8,217.3,25.0,100.0,1.54844,27.0,2,27.378536,0.1999359130859375,29.490572,2.1120358,3
1983-10-06 12:00:00,1983-N-13,WP,1983.0,13.0,10.8,115.6,25.0,50.0,0.182,15.0,10,26.681854,-0.2301788330078125,28.493837,1.8119831,1
1983-02-22 18:00:00,1983-S-14,SP,1983.0,14.0,-14.5,179.2,25.0,100.0,1.68825,15.0,2,27.378536,0.1999359130859375,28.649933,1.2713966,3
1983-10-06 12:00:00,1983-N-14,WP,1983.0,14.0,17.0,146.4,20.0,65.0,0.46025,20.0,10,26.681854,-0.2301788330078125,29.189653,2.5077991,1
1983-02-25 00:00:00,1983-S-15,SP,1983.0,15.0,-11.1,192.6,20.0,41.0,0.1959,8.0,2,27.378536,0.1999359130859375,29.040728,1.6621914,1
1983-10-08 06:00:00,1983-N-15,WP,1983.0,15.0,8.8,134.1,20.0,65.0,0.36475,15.0,10,26.681854,-0.2301788330078125,28.883823,2.2019691,1
1983-02-27 12:00:00,1983-S-16,SI,1983.0,16.0,-13.3,126.7,25.0,55.0,0.37925,10.0,2,27.378536,0.1999359130859375,30.463957,3.0854206,1
1983-03-07 00:00:00,1983-S-17,SP,1983.0,17.0,-11.3,212.6,30.0,90.0,1.68449,20.0,3,27.600721,0.09271621704101562,28.316006,0.71528435,2
1983-10-22 00:00:00,1983-N-17,WP,1983.0,17.0,16.1,116.8,30.0,70.0,0.53775,15.0,10,26.681854,-0.2301788330078125,28.965487,2.2836323,1
1983-03-22 18:00:00,1983-S-18,SP,1983.0,18.0,-11.2,180.3,25.0,90.0,1.023,25.0,3,27.600721,0.09271621704101562,29.019081,1.4183598,2
1983-10-30 12:00:00,1983-N-18,WP,1983.0,18.0,6.3,149.5,25.0,145.0,2.728,50.0,10,26.681854,-0.2301788330078125,29.146069,2.4642143,5
1983-03-27 00:00:00,1983-S-19,SP,1983.0,19.0,-7.7,203.8,25.0,102.0,1.1944,31.0,3,27.600721,0.09271621704101562,28.388046,0.7873249,3
1983-11-08 00:00:00,1983-N-19,WP,1983.0,19.0,16.8,156.5,30.0,50.0,0.182,15.0,11,26.81229,-0.24506759643554688,28.609015,1.7967243,1
1983-04-03 06:00:00,1983-S-20,SI,1983.0,20.0,-11.6,120.0,20.0,60.0,0.369,20.0,4,27.778381,0.02433013916015625,29.4309,1.6525192,1
1983-11-14 12:00:00,1983-N-20,WP,1983.0,20.0,13.8,147.2,20.0,125.0,2.525,15.0,11,26.81229,-0.24506759643554688,28.936142,2.1238518,4
1983-04-07 00:00:00,1983-S-21,SP,1983.0,21.0,-10.3,224.4,25.0,100.0,1.51148,28.0,4,27.778381,0.02433013916015625,28.853794,1.0754128,3
1983-11-17 00:00:00,1983-N-21,WP,1983.0,21.0,10.5,110.8,15.0,70.0,0.53325,25.0,11,26.81229,-0.24506759643554688,27.61671,0.8044205,1
1983-04-15 12:00:00,1983-S-22,SP,1983.0,22.0,-10.0,228.6,30.0,76.0,0.99638,14.0,4,27.778381,0.02433013916015625,28.964088,1.1857071,1
1983-11-21 06:00:00,1983-N-22,WP,1983.0,22.0,7.5,145.3,25.0,60.0,0.40275,35.0,11,26.81229,-0.24506759643554688,29.018963,2.2066727,1
1983-04-19 12:00:00,1983-S-23,SI,1983.0,23.0,-11.8,80.4,20.0,60.0,0.811,15.0,4,27.778381,0.02433013916015625,28.064932,0.28655052,1
1983-12-02 18:00:00,1983-N-23,WP,1983.0,23.0,16.2,132.2,30.0,55.0,0.17025,25.0,12,26.82563,-0.2039203643798828,27.3131,0.48747063,1
1983-04-23 18:00:00,1983-S-24,SI,1983.0,24.0,-10.3,101.7,25.0,55.0,0.34175,15.0,4,27.778381,0.02433013916015625,29.909758,2.1313763,1
1983-12-14 12:00:00,1983-N-24,WP,1983.0,24.0,8.6,142.8,20.0,55.0,0.2035,15.0,12,26.82563,-0.2039203643798828,29.092083,2.2664528,1
1984-06-07 18:00:00,1984-N-1,WP,1984.0,1.0,11.9,114.8,20.0,40.0,0.13375,10.0,6,26.87165,-0.3901805877685547,28.872185,2.000534,1
1983-10-24 18:00:00,1984-S-2,SI,1984.0,2.0,-11.2,86.0,30.0,70.0,0.70325,15.0,10,26.681854,-0.2301788330078125,27.174541,0.49268723,1
1984-06-18 06:00:00,1984-N-2,WP,1984.0,2.0,20.5,135.1,20.0,60.0,0.652,10.0,6,26.87165,-0.3901805877685547,28.504522,1.6328716,1
1983-10-25 00:00:00,1984-S-3,SI,1984.0,3.0,-11.7,87.1,35.0,70.0,0.73275,15.0,10,26.681854,-0.2301788330078125,27.044313,0.36245918,1
1984-07-01 00:00:00,1984-N-3,WP,1984.0,3.0,16.1,124.5,30.0,75.0,0.48325,20.0,7,26.495527,-0.3207721710205078,29.18233,2.686802,1
1984-07-04 18:00:00,1984-N-4,WP,1984.0,4.0,14.7,126.3,25.0,55.0,0.27225,15.0,7,26.495527,-0.3207721710205078,29.139172,2.6436443,1
1983-11-20 06:00:00,1984-S-5,SI,1984.0,5.0,-8.1,72.9,20.0,45.0,0.27475,10.0,11,26.81229,-0.24506759643554688,27.954456,1.1421661,1
1984-07-05 06:00:00,1984-N-5,WP,1984.0,5.0,16.5,152.8,20.0,90.0,1.2325,30.0,7,26.495527,-0.3207721710205078,28.998028,2.5025005,2
1983-11-27 00:00:00,1984-S-6,SI,1984.0,6.0,-11.7,113.3,25.0,70.0,0.3625,15.0,11,26.81229,-0.24506759643554688,28.294327,1.4820366,1
1984-07-21 18:00:00,1984-N-6,WP,1984.0,6.0,21.0,162.2,20.0,125.0,2.10925,35.0,7,26.495527,-0.3207721710205078,28.451895,1.9563675,4
1983-12-05 18:00:00,1984-S-7,SI,1984.0,7.0,-9.6,65.0,30.0,130.0,2.63275,30.0,12,26.82563,-0.2039203643798828,27.847656,1.0220261,4
1984-07-25 06:00:00,1984-N-7,WP,1984.0,7.0,28.0,135.1,25.0,100.0,1.17875,25.0,7,26.495527,-0.3207721710205078,28.599854,2.1043262,3
1983-12-10 12:00:00,1984-S-8,SP,1984.0,8.0,-14.9,149.7,35.0,45.0,0.20975,10.0,12,26.82563,-0.2039203643798828,27.90435,1.0787201,1
1984-08-04 00:00:00,1984-N-8,WP,1984.0,8.0,11.3,132.4,20.0,55.0,0.28425,15.0,8,26.28375,-0.3246593475341797,29.232176,2.9484253,1
1983-12-19 00:00:00,1984-S-9,SI,1984.0,9.0,-7.5,69.2,25.0,90.0,1.53575,20.0,12,26.82563,-0.2039203643798828,28.366978,1.5413475,2
1983-12-19 06:00:00,1984-S-10,SI,1984.0,10.0,-6.1,128.6,30.0,45.0,0.1535,15.0,12,26.82563,-0.2039203643798828,29.079472,2.2538414,1
1984-08-15 12:00:00,1984-N-10,WP,1984.0,10.0,19.2,119.1,30.0,55.0,0.56025,10.0,8,26.28375,-0.3246593475341797,28.24424,1.9604893,1
1984-08-14 12:00:00,1984-N-11,WP,1984.0,11.0,19.3,137.6,25.0,75.0,1.0355,15.0,8,26.28375,-0.3246593475341797,28.866516,2.5827656,1
1984-01-03 12:00:00,1984-S-12,SI,1984.0,12.0,-14.3,107.4,25.0,45.0,0.37525,10.0,1,26.83632,-0.17241668701171875,27.897331,1.0610104,1
1984-01-11 18:00:00,1984-S-13,SP,1984.0,13.0,-15.6,149.2,20.0,65.0,0.7895,15.0,1,26.83632,-0.17241668701171875,28.725927,1.8896065,1
1984-08-26 00:00:00,1984-N-13,WP,1984.0,13.0,8.2,146.0,20.0,125.0,2.44825,30.0,8,26.28375,-0.3246593475341797,28.879488,2.5957375,4
1984-01-19 00:00:00,1984-S-14,SI,1984.0,14.0,-16.3,53.7,35.0,55.0,0.7495,15.0,1,26.83632,-0.17241668701171875,27.72747,0.8911495,1
1984-08-28 00:00:00,1984-N-14,WP,1984.0,14.0,17.7,125.3,45.0,60.0,0.326,10.0,8,26.28375,-0.3246593475341797,28.922937,2.6391869,1
1984-09-13 00:00:00,1984-N-15,WP,1984.0,15.0,22.4,171.5,25.0,75.0,0.60425,20.0,9,26.499025,-0.2012042999267578,28.793283,2.294258,1
1984-01-22 06:00:00,1984-S-16,SI,1984.0,16.0,-7.9,85.5,25.0,75.0,0.736,15.0,1,26.83632,-0.17241668701171875,27.821892,0.9855709,1
1984-09-24 00:00:00,1984-N-16,WP,1984.0,16.0,18.6,115.7,25.0,40.0,0.1265,10.0,9,26.499025,-0.2012042999267578,27.969606,1.470581,1
1984-02-01 00:00:00,1984-S-17,SP,1984.0,17.0,-15.1,159.6,25.0,65.0,0.4305,15.0,2,26.996857,-0.18174362182617188,28.487427,1.4905701,1
1984-09-27 12:00:00,1984-N-17,WP,1984.0,17.0,24.6,152.3,25.0,60.0,0.38475,25.0,9,26.499025,-0.2012042999267578,28.754522,2.255497,1
1984-02-04 18:00:00,1984-S-18,SP,1984.0,18.0,-15.7,154.2,30.0,60.0,0.4305,15.0,2,26.996857,-0.18174362182617188,28.191431,1.1945744,1
1984-09-27 12:00:00,1984-N-18,WP,1984.0,18.0,22.3,141.3,25.0,55.0,0.2845,25.0,9,26.499025,-0.2012042999267578,28.958447,2.4594212,1
1984-02-06 00:00:00,1984-S-19,SI,1984.0,19.0,-12.3,111.7,25.0,55.0,0.34575,20.0,2,26.996857,-0.18174362182617188,28.143377,1.1465206,1
1984-10-07 00:00:00,1984-N-19,WP,1984.0,19.0,18.1,152.3,25.0,70.0,0.3175,20.0,10,26.550117,-0.36191558837890625,29.241863,2.6917458,1
1984-02-07 06:00:00,1984-S-20,SI,1984.0,20.0,-12.5,72.6,25.0,45.0,0.61475,10.0,2,26.996857,-0.18174362182617188,27.138166,0.14130974,1
1984-10-09 12:00:00,1984-N-20,WP,1984.0,20.0,18.4,151.3,20.0,80.0,0.51275,25.0,10,26.550117,-0.36191558837890625,29.264786,2.7146683,1
1984-02-08 12:00:00,1984-S-21,SI,1984.0,21.0,-16.1,87.5,40.0,100.0,3.19525,20.0,2,26.996857,-0.18174362182617188,27.599083,0.60222626,3
1984-02-12 06:00:00,1984-S-22,SI,1984.0,22.0,-19.2,41.2,30.0,45.0,0.20075,15.0,2,26.996857,-0.18174362182617188,27.909018,0.9121609,1
1984-10-11 06:00:00,1984-N-22,WP,1984.0,22.0,11.5,116.2,25.0,40.0,0.069,15.0,10,26.550117,-0.36191558837890625,28.079948,1.5298309,1
1984-02-12 12:00:00,1984-S-23,SI,1984.0,23.0,-20.3,41.1,30.0,45.0,0.1715,10.0,2,26.996857,-0.18174362182617188,27.814041,0.81718445,1
1984-02-16 18:00:00,1984-S-24,SI,1984.0,24.0,-15.6,119.8,25.0,85.0,0.9135,20.0,2,26.996857,-0.18174362182617188,29.0428,2.0459442,2
1984-10-18 06:00:00,1984-N-24,WP,1984.0,24.0,8.7,150.1,20.0,120.0,1.67525,35.0,10,26.550117,-0.36191558837890625,28.816729,2.266611,4
1984-02-20 06:00:00,1984-S-25,SP,1984.0,25.0,-17.3,147.5,20.0,60.0,0.351,20.0,2,26.996857,-0.18174362182617188,28.135374,1.1385174,1
1984-10-22 00:00:00,1984-N-25,WP,1984.0,25.0,7.5,159.2,25.0,155.0,3.69675,35.0,10,26.550117,-0.36191558837890625,29.10465,2.554533,5
1984-02-27 00:00:00,1984-S-26,SI,1984.0,26.0,-15.6,123.7,35.0,75.0,0.53875,20.0,2,26.996857,-0.18174362182617188,29.242687,2.2458305,1
1984-10-23 00:00:00,1984-N-26,WP,1984.0,26.0,11.1,116.0,25.0,65.0,0.9725,15.0,10,26.550117,-0.36191558837890625,28.02665,1.476532,1
1984-03-06 06:00:00,1984-S-27,SP,1984.0,27.0,-10.6,149.3,25.0,45.0,0.25125,10.0,3,27.317616,-0.19038963317871094,29.213505,1.8958893,1
1984-10-30 12:00:00,1984-N-27,WP,1984.0,27.0,3.0,146.1,25.0,120.0,2.21925,35.0,10,26.550117,-0.36191558837890625,29.420015,2.8698978,4
1984-03-07 12:00:00,1984-S-28,SI,1984.0,28.0,-10.5,100.3,25.0,75.0,0.949,20.0,3,27.317616,-0.19038963317871094,27.89282,0.57520485,1
1984-11-08 00:00:00,1984-N-28,WP,1984.0,28.0,14.3,153.9,25.0,130.0,3.4885,25.0,11,26.716246,-0.3411121368408203,28.795195,2.078949,4
1984-03-16 18:00:00,1984-S-29,SP,1984.0,29.0,-16.2,175.8,25.0,40.0,0.2015,10.0,3,27.317616,-0.19038963317871094,28.961752,1.6441364,1
1984-11-14 00:00:00,1984-N-29,WP,1984.0,29.0,5.4,156.4,20.0,110.0,1.8925,30.0,11,26.716246,-0.3411121368408203,29.26347,2.547224,3
1984-03-19 12:00:00,1984-S-30,SP,1984.0,30.0,-12.1,143.3,30.0,125.0,1.20275,50.0,3,27.317616,-0.19038963317871094,28.634039,1.3164234,4
1984-12-02 06:00:00,1984-N-30,WP,1984.0,30.0,6.3,149.2,20.0,125.0,1.64875,35.0,12,26.603868,-0.42568206787109375,28.648003,2.0441341,4
1984-04-03 00:00:00,1984-S-31,SP,1984.0,31.0,-13.6,155.9,25.0,40.0,0.246,10.0,4,27.538015,-0.2160358428955078,28.467745,0.92972946,1
1984-04-03 18:00:00,1984-S-32,SI,1984.0,32.0,-12.0,76.8,20.0,100.0,2.05075,30.0,4,27.538015,-0.2160358428955078,28.614048,1.0760326,3
1984-11-09 06:00:00,1985-S-1,SI,1985.0,1.0,-7.7,80.9,20.0,45.0,0.37975,15.0,11,26.716246,-0.3411121368408203,28.019009,1.302763,1
1985-01-06 00:00:00,1985-N-1,WP,1985.0,1.0,4.1,156.1,20.0,40.0,0.09725,15.0,1,26.529217,-0.4795207977294922,28.569496,2.0402794,1
1984-12-02 06:00:00,1985-S-2,SI,1985.0,2.0,-10.7,82.1,25.0,55.0,0.441,15.0,12,26.603868,-0.42568206787109375,27.63529,1.0314217,1
1985-01-08 06:00:00,1985-N-2,WP,1985.0,2.0,12.4,134.0,35.0,55.0,0.3125,15.0,1,26.529217,-0.4795207977294922,27.38058,0.85136414,1
1984-12-08 06:00:00,1985-S-3,SI,1985.0,3.0,-8.3,98.5,20.0,45.0,0.23075,15.0,12,26.603868,-0.42568206787109375,27.849096,1.2452278,1
1985-05-20 00:00:00,1985-N-3,WP,1985.0,3.0,11.5,131.9,30.0,100.0,1.06775,30.0,5,27.132414,-0.5434856414794922,28.510672,1.3782578,3
1984-12-22 12:00:00,1985-S-5,SI,1985.0,5.0,-17.4,122.9,20.0,75.0,0.6525,15.0,12,26.603868,-0.42568206787109375,29.558079,2.9542103,1
1985-06-19 06:00:00,1985-N-5,WP,1985.0,5.0,14.2,133.5,25.0,100.0,1.3235,35.0,6,26.696415,-0.5654163360595703,28.722118,2.0257034,3
1984-12-25 18:00:00,1985-S-6,SP,1985.0,6.0,-12.6,145.1,25.0,70.0,0.35475,25.0,12,26.603868,-0.42568206787109375,28.322985,1.7191162,1
1985-06-24 12:00:00,1985-N-6,WP,1985.0,6.0,8.1,135.9,25.0,90.0,1.2735,20.0,6,26.696415,-0.5654163360595703,29.067007,2.370592,2
1984-12-26 06:00:00,1985-S-7,SP,1985.0,7.0,-8.7,178.2,25.0,45.0,0.16,15.0,12,26.603868,-0.42568206787109375,28.77605,2.172182,1
1985-07-21 00:00:00,1985-N-7,WP,1985.0,7.0,19.4,146.0,20.0,75.0,1.17775,25.0,7,26.354662,-0.4616374969482422,28.931005,2.5763435,1
1984-12-26 12:00:00,1985-S-8,SP,1985.0,8.0,-11.3,165.0,20.0,45.0,0.171,15.0,12,26.603868,-0.42568206787109375,28.898659,2.2947903,1
1985-07-31 06:00:00,1985-N-8,WP,1985.0,8.0,20.8,145.9,20.0,85.0,1.3465,15.0,7,26.354662,-0.4616374969482422,28.918764,2.5641022,2
1985-01-10 00:00:00,1985-S-9,SP,1985.0,9.0,-11.3,184.1,25.0,50.0,0.26,10.0,1,26.529217,-0.4795207977294922,28.213795,1.684578,1
1985-08-10 06:00:00,1985-N-9,WP,1985.0,9.0,22.7,131.3,25.0,60.0,0.38225,15.0,8,26.1489,-0.45951080322265625,27.8375,1.6886005,1
